model_id,rmse,mean_residual_deviance,mse,mae,rmsle
StackedEnsemble_AllModels_AutoML_20200516_032531,9.36597101698162,87.7214130909397,87.7214130909397,7.205664667968559,
StackedEnsemble_BestOfFamily_AutoML_20200516_032531,9.366469269157085,87.73074657006408,87.73074657006408,7.20693399364424,
GBM_grid__1_AutoML_20200516_032531_model_3,9.377786329358075,87.94287643909522,87.94287643909522,7.220834016788009,
GBM_2_AutoML_20200516_032531,9.38693992326082,88.11464112290786,88.11464112290786,7.232579056584999,
XGBoost_grid__1_AutoML_20200516_032531_model_12,9.387356191671492,88.12245626931309,88.12245626931309,7.228335285889063,
GBM_3_AutoML_20200516_032531,9.387414469424165,88.12355042075419,88.12355042075419,7.228363403260291,
GBM_5_AutoML_20200516_032531,9.388891802516218,88.1512892793562,88.1512892793562,7.2226381437400375,
XGBoost_grid__1_AutoML_20200516_032531_model_37,9.394167416867298,88.25038145613121,88.25038145613121,7.2360332694500755,
GBM_grid__1_AutoML_20200516_032531_model_21,9.395426666943127,88.27404225390606,88.27404225390606,7.248593299655584,
GBM_grid__1_AutoML_20200516_032531_model_2,9.39548438237669,88.2751267794843,88.2751267794843,7.240949374169547,
GBM_1_AutoML_20200516_032531,9.397719834486749,88.31713808750564,88.31713808750564,7.2485511426581075,
XGBoost_grid__1_AutoML_20200516_032531_model_5,9.401092545433267,88.38054104780096,88.38054104780096,7.2436370667934264,
GBM_grid__1_AutoML_20200516_032531_model_26,9.401171811066874,88.38203142119836,88.38203142119836,7.2454774040652135,
GBM_4_AutoML_20200516_032531,9.40290640800031,88.41464891761329,88.41464891761329,7.230769834691831,
GBM_grid__1_AutoML_20200516_032531_model_19,9.403578674869863,88.42729189446726,88.42729189446726,7.229141151778108,
GBM_grid__1_AutoML_20200516_032531_model_27,9.406512167425008,88.48247115591472,88.48247115591472,7.252509674155344,
XGBoost_grid__1_AutoML_20200516_032531_model_14,9.40782629779239,88.50719564943407,88.50719564943407,7.239772563601368,
XGBoost_grid__1_AutoML_20200516_032531_model_58,9.408262650567556,88.51540610206447,88.51540610206447,7.262189311497764,
XGBoost_grid__1_AutoML_20200516_032531_model_28,9.408969022555754,88.52869806741379,88.52869806741379,7.235529316584572,
XGBoost_grid__1_AutoML_20200516_032531_model_11,9.413763189123108,88.61893738088928,88.61893738088928,7.27205834102661,
XGBoost_3_AutoML_20200516_032531,9.414284040270283,88.62874399088776,88.62874399088776,7.264074781037903,
XGBoost_grid__1_AutoML_20200516_032531_model_56,9.417020549940153,88.68027603799509,88.68027603799509,7.2690883045616035,
DeepLearning_grid__1_AutoML_20200516_032531_model_1,9.418105749295627,88.70071590491537,88.70071590491537,7.264280866540153,
XGBoost_grid__1_AutoML_20200516_032531_model_13,9.419830804395792,88.73321238344391,88.73321238344391,7.271283090829607,
GBM_grid__1_AutoML_20200516_032531_model_9,9.419998660205877,88.73637475828049,88.73637475828049,7.2720756322676445,
XGBoost_grid__1_AutoML_20200516_032531_model_50,9.421195439845835,88.75892351577198,88.75892351577198,7.240513759251008,
GBM_grid__1_AutoML_20200516_032531_model_5,9.422090021530096,88.77578037381703,88.77578037381703,7.24205913995707,
XGBoost_grid__1_AutoML_20200516_032531_model_15,9.422166261268345,88.77721705498348,88.77721705498348,7.2722831026153925,
GBM_grid__1_AutoML_20200516_032531_model_6,9.423606842036085,88.80436591326931,88.80436591326931,7.263997156799898,
XGBoost_grid__1_AutoML_20200516_032531_model_29,9.423851655955898,88.80898003346273,88.80898003346273,7.274558709997258,
XGBoost_grid__1_AutoML_20200516_032531_model_20,9.424477930948392,88.8207842709333,88.8207842709333,7.274127728138563,
DeepLearning_grid__1_AutoML_20200516_032531_model_2,9.425475513961995,88.83958866429717,88.83958866429717,7.245636624537973,
XGBoost_grid__1_AutoML_20200516_032531_model_6,9.426478656636167,88.85849986401722,88.85849986401722,7.2812668344393945,
XGBoost_grid__1_AutoML_20200516_032531_model_44,9.426634319682568,88.86143459701725,88.86143459701725,7.287163931666501,
GBM_grid__1_AutoML_20200516_032531_model_24,9.428589497342717,88.8982999094014,88.8982999094014,7.252975802281023,
XGBoost_grid__1_AutoML_20200516_032531_model_16,9.428693746811287,88.90026577115826,88.90026577115826,7.279257975126521,
XGBoost_grid__1_AutoML_20200516_032531_model_10,9.42921540180625,88.9101030936602,88.9101030936602,7.28350681014917,
XGBoost_grid__1_AutoML_20200516_032531_model_41,9.430894438353494,88.94176990736686,88.94176990736686,7.281058554111771,
XGBoost_grid__1_AutoML_20200516_032531_model_27,9.431997018028586,88.96256774810014,88.96256774810014,7.275629239696692,
XGBoost_grid__1_AutoML_20200516_032531_model_47,9.43304015075198,88.98224648569895,88.98224648569895,7.285235255095471,
GBM_grid__1_AutoML_20200516_032531_model_12,9.433221526790282,88.9856683734996,88.9856683734996,7.284952843075759,
XGBoost_grid__1_AutoML_20200516_032531_model_7,9.433486069907278,88.9906594311347,88.9906594311347,7.286168746267122,
XGBoost_grid__1_AutoML_20200516_032531_model_49,9.433849324696078,88.99751308106865,88.99751308106865,7.2853530095038685,
XGBoost_grid__1_AutoML_20200516_032531_model_31,9.433905747884793,88.99857765997369,88.99857765997369,7.290594162475529,
XGBoost_grid__1_AutoML_20200516_032531_model_2,9.435309312180335,89.025061816517,89.025061816517,7.280886543492117,
XGBoost_grid__1_AutoML_20200516_032531_model_21,9.435652573509657,89.03153948797937,89.03153948797937,7.291277397999887,
XGBoost_grid__1_AutoML_20200516_032531_model_40,9.436113148494554,89.0402313511918,89.0402313511918,7.262877133331994,
