model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
StackedEnsemble_AllModels_AutoML_20200515_001242,0.9997534979423868,0.012039377187897184,0.9992040250298158,0.002185185185185185,0.05103617640526669,0.0026046913020695
StackedEnsemble_BestOfFamily_AutoML_20200515_001242,0.9997143950617284,0.013434536869757327,0.9990391163288366,0.0022962962962962963,0.05194594311266813,0.0026983810058645533
XGBoost_grid__1_AutoML_20200515_001242_model_1,0.9996171358024692,0.013600014110625305,0.9985247879285978,0.002851851851851852,0.052897657857266335,0.00279816220678441
XGBoost_grid__1_AutoML_20200515_001242_model_2,0.9983345596707819,0.09215928372666196,0.9948822971657181,0.02029629629629629,0.14142540853654773,0.02000114617972943
DeepLearning_grid__3_AutoML_20200515_001242_model_1,0.9970473004115226,0.04469790045086616,0.9849089919482896,0.012,0.10157780026096933,0.01031804950585738
DeepLearning_grid__2_AutoML_20200515_001242_model_1,0.9970269958847736,0.04808023364645827,0.9839357892185672,0.012185185185185186,0.0963851911493003,0.009290105072887158
DeepLearning_1_AutoML_20200515_001242,0.9965542798353908,0.051226626113557015,0.9802792295290228,0.012666666666666666,0.10392656056948103,0.010800729991802014
DeepLearning_grid__1_AutoML_20200515_001242_model_1,0.9940037942386832,0.08160108973263143,0.979215107196255,0.02162962962962963,0.12221679132638695,0.01493694408211761
XGBoost_3_AutoML_20200515_001242,0.9874691358024692,0.18182054139938564,0.9665408536892856,0.07051851851851852,0.21795714592590734,0.04750531746016727
XGBoost_1_AutoML_20200515_001242,0.9827133497942386,0.1818376404991585,0.9586957407793536,0.07533333333333334,0.21856663209162197,0.04777137266387445
GBM_grid__1_AutoML_20200515_001242_model_1,0.9815295226337448,0.24223910210596145,0.9512465040487416,0.08025925925925925,0.2568232356423308,0.06595817436579615
XGBoost_2_AutoML_20200515_001242,0.9726724032921812,0.2346492037498645,0.9350328361743292,0.10622222222222223,0.25288852559893704,0.06395260637960425
XRT_1_AutoML_20200515_001242,0.9620311604938272,0.2435225999358604,0.9242130555113904,0.12085185185185185,0.2561342053352572,0.06560473114272371
DRF_1_AutoML_20200515_001242,0.9583822222222222,0.2319863182028991,0.9227379581917159,0.11755555555555555,0.2563340481184921,0.06570714422481345
GBM_1_AutoML_20200515_001242,0.9130651358024692,0.4356504764527839,0.8245890521893431,0.19144444444444444,0.3679669792416745,0.1353996978122429
GBM_5_AutoML_20200515_001242,0.9126012181069958,0.4649143148320946,0.7943995680839538,0.18548148148148147,0.3857035457455692,0.1487672252007044
GBM_3_AutoML_20200515_001242,0.90907541563786,0.4521636251336773,0.8266088792683512,0.1878148148148148,0.37702571336649626,0.14214838853951542
GBM_2_AutoML_20200515_001242,0.9013869547325104,0.4551753222654083,0.811666370866272,0.19666666666666666,0.3787344491401851,0.14343978296551949
GBM_4_AutoML_20200515_001242,0.8969884855967079,0.4744675756410931,0.803424556901606,0.18251851851851847,0.3895432645759787,0.15174395497651094
GBM_grid__1_AutoML_20200515_001242_model_2,0.8717123374485597,0.4868818413224987,0.7669834652709294,0.20751851851851846,0.3960489146675591,0.15685474280935152
XGBoost_grid__1_AutoML_20200515_001242_model_3,0.8418512674897121,0.5447591872414334,0.7001362518420733,0.2133703703703704,0.42129117377206804,0.17748625309824684
GLM_1_AutoML_20200515_001242,0.8362530205761317,0.5027779908653098,0.6322915508675836,0.24048148148148146,0.4053285257652655,0.16429121379904346
