model_id,rmse,mean_residual_deviance,mse,mae,rmsle
StackedEnsemble_BestOfFamily_AutoML_20200516_042702,21.795069203335167,475.025041578169,475.025041578169,17.093957317290233,0.03057529250613495
DeepLearning_grid__1_AutoML_20200516_042702_model_19,22.107154341899644,488.7262730965722,488.7262730965722,17.27092524338387,0.03089855936273112
DeepLearning_grid__1_AutoML_20200516_042702_model_24,22.139859305139815,490.1733700513861,490.1733700513861,17.400990898565357,0.03131345933429914
DeepLearning_grid__1_AutoML_20200516_042702_model_28,22.208314408951853,493.20922888685874,493.20922888685874,17.39069301112024,0.03111859148366838
DeepLearning_grid__1_AutoML_20200516_042702_model_21,22.25471672221044,495.2724163858328,495.2724163858328,17.492831440996394,0.031404096308312174
DeepLearning_grid__2_AutoML_20200516_042702_model_36,22.49219211863565,505.89870630161545,505.89870630161545,17.571011577977753,0.031696390837482234
DeepLearning_grid__1_AutoML_20200516_042702_model_15,22.512777409430107,506.8251466865467,506.8251466865467,17.533524216419178,0.031571671005192606
DeepLearning_grid__2_AutoML_20200516_042702_model_38,22.626518528643103,511.95934072702966,511.95934072702966,17.794038629039267,0.03181421543931731
DeepLearning_grid__1_AutoML_20200516_042702_model_36,22.676442330196235,514.2210367547153,514.2210367547153,17.849418374616327,0.03191779455886027
DeepLearning_grid__1_AutoML_20200516_042702_model_16,22.90934193940792,524.8379480967144,524.8379480967144,17.934874148161462,0.032186283732914586
DeepLearning_grid__1_AutoML_20200516_042702_model_6,22.931497570104966,525.8535808077298,525.8535808077298,18.070499800668568,0.032375695453369636
DeepLearning_grid__2_AutoML_20200516_042702_model_21,23.04137803100304,530.9051015675892,530.9051015675892,17.946204565654824,0.03232990010208738
DeepLearning_grid__1_AutoML_20200516_042702_model_20,23.077459931086718,532.5691568709128,532.5691568709128,18.446620650581416,0.03249069159939507
DeepLearning_grid__1_AutoML_20200516_042702_model_4,23.11761791092216,534.424257875389,534.424257875389,18.281124255320663,0.032667405499780686
DeepLearning_grid__2_AutoML_20200516_042702_model_24,23.16023810511625,536.3966290856788,536.3966290856788,18.122226924176548,0.03277235995185465
DeepLearning_grid__1_AutoML_20200516_042702_model_23,23.224432814509907,539.3742795556843,539.3742795556843,18.059162374321932,0.03272191127277456
DeepLearning_grid__2_AutoML_20200516_042702_model_4,23.228586288864694,539.5672209792327,539.5672209792327,18.213953482519358,0.03268848066832796
DeepLearning_grid__1_AutoML_20200516_042702_model_18,23.24061429864088,540.1261529781908,540.1261529781908,18.343746582452287,0.0326195273618944
XGBoost_grid__1_AutoML_20200516_042702_model_29,23.362762393479734,545.8186666541909,545.8186666541909,18.446726361767052,0.03312086113005218
XGBoost_grid__1_AutoML_20200516_042702_model_15,23.507731455964183,552.6134382057278,552.6134382057278,18.713093726643585,0.03332018424148263
DeepLearning_grid__1_AutoML_20200516_042702_model_11,23.536046885711823,553.9455030064253,553.9455030064253,18.429966660753887,0.0331618650937472
DeepLearning_grid__1_AutoML_20200516_042702_model_29,23.565375079082152,555.3269026178261,555.3269026178261,18.37630050205965,0.033174739561043866
DeepLearning_grid__2_AutoML_20200516_042702_model_29,23.630423885864058,558.3969330256148,558.3969330256148,18.803342251535227,0.033209635804896165
XGBoost_grid__1_AutoML_20200516_042702_model_6,23.750666677996225,564.0941676492803,564.0941676492803,18.78188359780432,0.03371595087737537
XGBoost_grid__1_AutoML_20200516_042702_model_61,23.754557707695106,564.2790118882168,564.2790118882168,18.807656821791447,0.03359842755907968
XGBoost_grid__1_AutoML_20200516_042702_model_10,23.89286844109333,570.8691623433938,570.8691623433938,18.98944730793096,0.03386852250786581
XGBoost_grid__1_AutoML_20200516_042702_model_56,23.969428141325913,574.5334854221867,574.5334854221867,18.936825363214265,0.03414322935731633
XGBoost_grid__1_AutoML_20200516_042702_model_57,24.001445091672636,576.0693664885763,576.0693664885763,19.062075645915012,0.03411845471160948
XGBoost_grid__1_AutoML_20200516_042702_model_16,24.004623071111745,576.2219287861503,576.2219287861503,18.987951120314612,0.034099474295726025
DeepLearning_grid__2_AutoML_20200516_042702_model_20,24.014886925463184,576.7147940427826,576.7147940427826,18.74125006274714,0.03362401846433491
DeepLearning_grid__2_AutoML_20200516_042702_model_6,24.01890093645105,576.9076021950493,576.9076021950493,18.605183598300066,0.03373680584313378
DeepLearning_grid__3_AutoML_20200516_042702_model_20,24.061039963007037,578.9336441014215,578.9336441014215,18.88818306100356,0.03410694664128392
XGBoost_grid__1_AutoML_20200516_042702_model_17,24.10022065783051,580.8206357561205,580.8206357561205,19.221880117478356,0.03413340148480238
XGBoost_grid__1_AutoML_20200516_042702_model_49,24.10105323899771,580.8607672290021,580.8607672290021,19.074459172328027,0.034016051985360445
DeepLearning_grid__1_AutoML_20200516_042702_model_7,24.118464774680877,581.7003430875224,581.7003430875224,19.02573819009646,0.03449943806139395
XGBoost_grid__1_AutoML_20200516_042702_model_36,24.14047138414674,582.7623586488075,582.7623586488075,19.22637126936379,0.0341851364050485
DeepLearning_grid__2_AutoML_20200516_042702_model_33,24.152300710840212,583.3336296268525,583.3336296268525,19.11263729652414,0.034207613009541116
XGBoost_grid__1_AutoML_20200516_042702_model_27,24.170177585775924,584.1974845279449,584.1974845279449,19.108054316000818,0.034230805054062285
DeepLearning_grid__1_AutoML_20200516_042702_model_3,24.196368201134124,585.4642341248547,585.4642341248547,18.999076811035767,0.0344497180505578
XGBoost_grid__1_AutoML_20200516_042702_model_7,24.217691739927982,586.4965932101762,586.4965932101762,19.06999016496679,0.034285940354912794
