model_id,logloss,mean_per_class_error,rmse,mse
StackedEnsemble_AllModels_AutoML_20200515_081506,1.4279942135110917,0.4905661255607945,0.6892630059117668,0.4750834913185243
XGBoost_grid__1_AutoML_20200515_081506_model_2,1.4437994755748402,0.4980804755869434,0.6808268180076265,0.4635251561183898
XGBoost_grid__1_AutoML_20200515_081506_model_1,1.4987844951632332,0.5137663516337077,0.6829853189381525,0.4664689458850498
StackedEnsemble_BestOfFamily_AutoML_20200515_081506,1.5459396829564744,0.5187386952919252,0.7297380605432805,0.5325176370054685
GBM_grid__1_AutoML_20200515_081506_model_1,1.6385267086268152,0.5558334425310815,0.7660091770122787,0.5867700592670284
XGBoost_3_AutoML_20200515_081506,1.6620255948696636,0.5722925227818154,0.7658107132153531,0.5864660484754078
GLM_1_AutoML_20200515_081506,1.6862397440470356,0.5871503730015198,0.7625081006879171,0.5814186036146946
XGBoost_2_AutoML_20200515_081506,1.7480163736137158,0.5992014179948982,0.7871685485696372,0.6196343238572293
XGBoost_1_AutoML_20200515_081506,1.782927859820193,0.6121642427662553,0.7935425335869971,0.6297097526116704
XGBoost_grid__1_AutoML_20200515_081506_model_3,1.8144207405046642,0.6240311694826068,0.7972241204592527,0.6355662982420289
DeepLearning_grid__2_AutoML_20200515_081506_model_1,2.070203412731801,0.7724602015150364,0.8303375374766235,0.6894604261427432
GBM_1_AutoML_20200515_081506,2.08154308915298,0.6764654693068344,0.8662749864256176,0.7504323521067041
GBM_2_AutoML_20200515_081506,2.0974157049117315,0.6771892549982639,0.8695791846035892,0.7561679582958426
GBM_5_AutoML_20200515_081506,2.099808784361469,0.6559827315635751,0.8729701475742343,0.7620768785557803
DeepLearning_1_AutoML_20200515_081506,2.107375666619973,0.7391952715115331,0.8262215723437274,0.6826420866061411
GBM_3_AutoML_20200515_081506,2.1098067667979343,0.6906837415566305,0.8706744157635935,0.7580739382652749
GBM_4_AutoML_20200515_081506,2.165322213806256,0.72050997431115,0.879683455320854,0.773842981565237
GBM_grid__1_AutoML_20200515_081506_model_2,2.180984173422861,0.7322866390918353,0.8815327420282701,0.7770999752678808
DeepLearning_grid__3_AutoML_20200515_081506_model_1,2.345454309830785,0.8412850335650923,0.8711706649764369,0.7589383275154874
DeepLearning_grid__3_AutoML_20200515_081506_model_2,2.3873949249048243,0.8037727813144647,0.8513709887912219,0.7248325605553428
DeepLearning_grid__2_AutoML_20200515_081506_model_2,2.969815556803766,0.7941889024296562,0.8496441370523979,0.721895159627514
XRT_1_AutoML_20200515_081506,3.358764503399005,0.6627211271361455,0.7905250435266009,0.6249298444427345
DeepLearning_grid__1_AutoML_20200515_081506_model_1,3.3898843268063255,0.6514885925135585,0.7683846466592581,0.5904149652216729
DRF_1_AutoML_20200515_081506,3.5331801007028725,0.6612874362325561,0.788969468804489,0.6224728227056375
DeepLearning_grid__1_AutoML_20200515_081506_model_2,22.950724960476464,0.7170772192649982,0.8457600443467488,0.7153100526134145
