model_id,rmse,mean_residual_deviance,mse,mae,rmsle
StackedEnsemble_AllModels_AutoML_20200516_082135,1.0389432392216054,1.0794030543242819,1.0794030543242819,0.8286902023520042,0.08715452397887127
StackedEnsemble_BestOfFamily_AutoML_20200516_082135,1.0428350147129288,1.0875048679113146,1.0875048679113146,0.8318894649009028,0.08754361047842188
GBM_grid__1_AutoML_20200516_082135_model_10,1.0597456353212524,1.1230608115824448,1.1230608115824448,0.8456542888633818,0.08907898368506023
GBM_grid__1_AutoML_20200516_082135_model_240,1.0646846032971244,1.133553304497955,1.133553304497955,0.8499066581654571,0.08956056830044347
GBM_grid__1_AutoML_20200516_082135_model_204,1.0663298201772262,1.1370592853991957,1.1370592853991957,0.850352504984994,0.08920248953453594
GBM_grid__1_AutoML_20200516_082135_model_306,1.0667926513184416,1.1380465609070305,1.1380465609070305,0.8509751879638299,0.08936849578288626
GBM_grid__1_AutoML_20200516_082135_model_37,1.0680118823586446,1.1406493808592555,1.1406493808592555,0.8524021200901533,0.08988644573340103
GBM_grid__1_AutoML_20200516_082135_model_254,1.0703700661090585,1.1456920784223104,1.1456920784223104,0.8533081642725071,0.08967926466764288
GBM_2_AutoML_20200516_082135,1.070825160139953,1.1466665235887559,1.1466665235887559,0.8529689150131182,0.08966866203233978
GBM_grid__1_AutoML_20200516_082135_model_302,1.0708996816893892,1.1468261282424352,1.1468261282424352,0.8530590606001008,0.08977599390763896
GBM_grid__1_AutoML_20200516_082135_model_127,1.071908637122194,1.1489881263371595,1.1489881263371595,0.8549599858473954,0.08986460086796368
GBM_grid__1_AutoML_20200516_082135_model_120,1.0719804855587851,1.149142161418848,1.149142161418848,0.8533661371230975,0.09014351519390568
GBM_grid__1_AutoML_20200516_082135_model_81,1.0739541660656942,1.15337755080986,1.15337755080986,0.8551974094307108,0.08961669066451729
GBM_grid__1_AutoML_20200516_082135_model_57,1.0741837676937669,1.1538707667767758,1.1538707667767758,0.8562696781997811,0.09043253220550326
GBM_grid__1_AutoML_20200516_082135_model_8,1.0751849543571617,1.1560226860760117,1.1560226860760117,0.8570078028570832,0.08984188624687416
GBM_grid__1_AutoML_20200516_082135_model_100,1.0755403857427501,1.1567871213636634,1.1567871213636634,0.8568254781746557,0.09011716298413014
GBM_grid__1_AutoML_20200516_082135_model_60,1.0756480534252992,1.1570187348376355,1.1570187348376355,0.8577583639679517,0.08990055595293316
GBM_grid__1_AutoML_20200516_082135_model_192,1.075770689768222,1.1572825769643962,1.1572825769643962,0.8575094817126303,0.08981792977837222
GBM_grid__1_AutoML_20200516_082135_model_233,1.0763640207736476,1.1585595052160134,1.1585595052160134,0.8578818548898342,0.0900940216791286
GBM_1_AutoML_20200516_082135,1.0767809414203702,1.1594571958061388,1.1594571958061388,0.8584844040108311,0.09048913130897256
GBM_grid__1_AutoML_20200516_082135_model_209,1.0769142874062674,1.1597443824197489,1.1597443824197489,0.8592583285745977,0.08983111333560137
GBM_grid__1_AutoML_20200516_082135_model_84,1.0772422767942356,1.1604509229128286,1.1604509229128286,0.8587827363519241,0.08987949594533393
GBM_grid__1_AutoML_20200516_082135_model_33,1.0780523951175072,1.1621969666185936,1.1621969666185936,0.8594880293015774,0.09008969529787306
GBM_grid__1_AutoML_20200516_082135_model_223,1.0781923830057123,1.1624988147715372,1.1624988147715372,0.8592811732381813,0.0897944400938555
GBM_grid__1_AutoML_20200516_082135_model_3,1.0784596893610618,1.163075301576758,1.163075301576758,0.8600649726708368,0.09019839070130524
GBM_grid__1_AutoML_20200516_082135_model_21,1.0788448038528085,1.1639061108002051,1.1639061108002051,0.8595970671013201,0.09042156590567216
GBM_grid__1_AutoML_20200516_082135_model_201,1.0797130802494932,1.1657803356618486,1.1657803356618486,0.8601645253550843,0.0901901992002225
GBM_grid__1_AutoML_20200516_082135_model_101,1.079725888667851,1.16580799465958,1.16580799465958,0.8591418605611592,0.09055738441216317
GBM_grid__1_AutoML_20200516_082135_model_116,1.0798513782799997,1.166078999173215,1.166078999173215,0.8592059543781903,0.09055558028011787
GBM_grid__1_AutoML_20200516_082135_model_40,1.080175176811816,1.166778412600438,1.166778412600438,0.8604970588280949,0.09057915333057796
GBM_grid__1_AutoML_20200516_082135_model_308,1.08023379308253,1.1669050477174705,1.1669050477174705,0.8598930502552079,0.09026885729363507
GBM_grid__1_AutoML_20200516_082135_model_153,1.0802454477466994,1.166930227377467,1.166930227377467,0.8586753749698673,0.0902247444720958
GBM_grid__1_AutoML_20200516_082135_model_272,1.0804938100782449,1.1674668736174023,1.1674668736174023,0.8602692905946298,0.09036986037789298
GBM_grid__1_AutoML_20200516_082135_model_121,1.0808953238821468,1.1683347011902916,1.1683347011902916,0.8609124233728844,0.09025735968776086
GBM_grid__1_AutoML_20200516_082135_model_155,1.0809785826932268,1.1685146962414572,1.1685146962414572,0.8623684650299902,0.09076786248504083
GBM_grid__1_AutoML_20200516_082135_model_214,1.081300053689224,1.1692098061083191,1.1692098061083191,0.8611646317870408,0.09027978363980453
GBM_grid__1_AutoML_20200516_082135_model_212,1.0813608859212591,1.1693413656004097,1.1693413656004097,0.8620887537478282,0.09043752898907476
GBM_grid__1_AutoML_20200516_082135_model_293,1.0813846426560805,1.1693927453724189,1.1693927453724189,0.8611955660813412,0.09038957942579973
GBM_grid__1_AutoML_20200516_082135_model_303,1.0816672512443326,1.17000404241447,1.17000404241447,0.8626437182435633,0.0902393507826136
GBM_grid__1_AutoML_20200516_082135_model_202,1.0817819204968522,1.1702521235138572,1.1702521235138572,0.8618627542399657,0.09027844545821473
GBM_grid__1_AutoML_20200516_082135_model_109,1.0819049951430153,1.1705184185154078,1.1705184185154078,0.8599952461431338,0.09043563816795996
GBM_3_AutoML_20200516_082135,1.083057169013711,1.1730128313519943,1.1730128313519943,0.8642605094400377,0.09073874843728988
GBM_grid__1_AutoML_20200516_082135_model_123,1.0832152102208277,1.1733551916537517,1.1733551916537517,0.8637343286177429,0.09062135257005373
GBM_5_AutoML_20200516_082135,1.0832940553909205,1.1735260104453071,1.1735260104453071,0.8624302276984569,0.09082473938898404
GBM_grid__1_AutoML_20200516_082135_model_125,1.0842815547372857,1.1756664899435059,1.1756664899435059,0.8641681289758649,0.09052867826333423
GBM_grid__1_AutoML_20200516_082135_model_231,1.0843013536034805,1.1757094254263398,1.1757094254263398,0.8655635229021098,0.0908361662563586
GBM_grid__1_AutoML_20200516_082135_model_27,1.0846732523137042,1.1765160642847885,1.1765160642847885,0.8639729249377712,0.09076787361945636
GBM_grid__1_AutoML_20200516_082135_model_216,1.0848943799360915,1.176995815616917,1.176995815616917,0.8651646803891336,0.09064827802204464
GBM_grid__1_AutoML_20200516_082135_model_74,1.0855621681083722,1.17844522082815,1.17844522082815,0.8638764337292982,0.09086463611321073
GBM_grid__1_AutoML_20200516_082135_model_185,1.085898984654495,1.1791766048736634,1.1791766048736634,0.8662130836547959,0.09055609594423387
GBM_grid__1_AutoML_20200516_082135_model_75,1.0859479812429251,1.179283017965584,1.179283017965584,0.8655451218063178,0.09029928568948874
GBM_grid__1_AutoML_20200516_082135_model_141,1.08602390367357,1.1794479193503795,1.1794479193503795,0.8659193959698123,0.09066374594156112
GBM_grid__1_AutoML_20200516_082135_model_31,1.0864337779791085,1.1803383539339585,1.1803383539339585,0.8658961539106041,0.09081575360627983
GBM_grid__1_AutoML_20200516_082135_model_32,1.0868672317781929,1.1812803795131923,1.1812803795131923,0.8661062178695325,0.09122662924003201
GBM_grid__1_AutoML_20200516_082135_model_160,1.0874847421521436,1.1826230644137143,1.1826230644137143,0.8672789243436401,0.09086985633855092
GBM_grid__1_AutoML_20200516_082135_model_221,1.0875151790229527,1.1826892646053249,1.1826892646053249,0.8670936535495701,0.09082237765767028
GBM_grid__1_AutoML_20200516_082135_model_290,1.0875940558418118,1.1828608303024422,1.1828608303024422,0.8657626989020102,0.09100817036209696
