model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
XGBoost_grid__1_AutoML_20200514_133245_model_9,0.9410838720510454,0.29794841061342275,0.9237554248112694,0.11018176475526822,0.29362746517462346,0.0862170883048747
GBM_grid__1_AutoML_20200514_133245_model_2,0.9388223071110736,0.3080931307240654,0.92551395406025,0.11475211988917808,0.29738204421712605,0.08843608022275667
GBM_grid__1_AutoML_20200514_133245_model_4,0.9386019225925616,0.3089485535129122,0.9275782015717624,0.11855112920829484,0.3035444565305987,0.09213923709045653
GBM_1_AutoML_20200514_133245,0.9377885987742424,0.3170293654492902,0.926611499746962,0.11339308202501887,0.3017191502651166,0.091034445636704
XGBoost_grid__1_AutoML_20200514_133245_model_5,0.9374790109982372,0.3146156567054407,0.9187323486677876,0.11749643186970027,0.3035126942651974,0.09211995558011918
StackedEnsemble_BestOfFamily_AutoML_20200514_133245,0.9371064562169424,0.3038383365794813,0.9168751429751388,0.1159484929896734,0.2984414985913725,0.08906732808146417
GBM_grid__1_AutoML_20200514_133245_model_6,0.9364662916631684,0.31244196111090666,0.9229120377532536,0.12532532952732767,0.3048923209147415,0.09295932735277772
XGBoost_grid__1_AutoML_20200514_133245_model_11,0.9363456049030308,0.32477992469357075,0.9264509597828982,0.11941692553102172,0.308136433780549,0.09494806182299467
GBM_grid__1_AutoML_20200514_133245_model_7,0.9360622533792292,0.3145889046454657,0.9236391660287276,0.12281714381664008,0.3064140273977074,0.09388955618608298
XGBoost_grid__1_AutoML_20200514_133245_model_1,0.9356739568466124,0.3583185711287637,0.9148224930170412,0.11765909663336413,0.3100299938997353,0.09611859711746992
GBM_2_AutoML_20200514_133245,0.9353171438166401,0.31589666964545915,0.9245774305164992,0.11885546973385945,0.3041937226421746,0.09253382089490424
GBM_4_AutoML_20200514_133245,0.9350390395432792,0.31903276943777725,0.9218218595159496,0.11810511292082948,0.3055653543771192,0.09337018579561444
DeepLearning_grid__1_AutoML_20200514_133245_model_13,0.9347766770212408,0.3643624022786153,0.9157754211613064,0.11630005876920492,0.3108209330464196,0.09660965241984684
GBM_grid__1_AutoML_20200514_133245_model_5,0.9347346990177148,0.3173572438950654,0.9230987763490835,0.12638002686592226,0.3063850102802427,0.0938717745244244
GBM_3_AutoML_20200514_133245,0.9347242045168332,0.3191988996132347,0.9186165618142128,0.12021450759801865,0.3036022271078593,0.09217431230485218
StackedEnsemble_AllModels_AutoML_20200514_133245,0.9339213751993956,0.32327191883823464,0.9102324883488396,0.12051884812358325,0.3039305046857493,0.0923737516785343
DeepLearning_grid__1_AutoML_20200514_133245_model_6,0.9336537654269162,0.3664506728547161,0.918187543800292,0.12061329863151707,0.3090506810280597,0.09551232344390748
XGBoost_grid__1_AutoML_20200514_133245_model_8,0.9333284358995886,0.3178196551718453,0.914717382160984,0.12136365544454705,0.30609859326010563,0.09369634879581558
XGBoost_grid__1_AutoML_20200514_133245_model_3,0.9331657711359248,0.32371618527143914,0.91174312685754,0.12352027537570312,0.3084658724333879,0.09515119445609116
XGBoost_grid__1_AutoML_20200514_133245_model_2,0.9331395348837208,0.32032264867537336,0.9112539664150155,0.11203404416085973,0.30205364015734754,0.09123640153230438
GBM_grid__1_AutoML_20200514_133245_model_1,0.9329611283687348,0.3210969872648769,0.9202683174949062,0.12567689530685922,0.3103299069878292,0.09630465117107473
XGBoost_grid__1_AutoML_20200514_133245_model_4,0.9326987658466964,0.36583831074699175,0.9030444868537244,0.11379187305851733,0.3105368519626911,0.09643313642689832
XGBoost_3_AutoML_20200514_133245,0.9323472000671648,0.32894224881904804,0.9147659674590676,0.11991016707245405,0.30575587826334616,0.09348665709259013
XGBoost_1_AutoML_20200514_133245,0.9317070355133908,0.32121093166592257,0.9228066197601108,0.11890269498782638,0.3068562361615313,0.09416074967122147
DRF_1_AutoML_20200514_133245,0.9315286289984048,0.5767207259680801,0.9076699276797396,0.12541978003526152,0.3106321029371653,0.09649230337516564
XRT_1_AutoML_20200514_133245,0.9314866509948786,0.3952892415068707,0.9081907550561228,0.11991016707245405,0.3179695227050614,0.10110461736928457
DeepLearning_grid__1_AutoML_20200514_133245_model_18,0.9312505247250441,0.410923673578553,0.9172251540290279,0.13048337671060364,0.32021543832518107,0.1025379269417878
XGBoost_grid__1_AutoML_20200514_133245_model_7,0.9303165141465872,0.36117908971912455,0.9115080698410316,0.11920703551339099,0.3121779522081713,0.0974550738448873
DeepLearning_grid__1_AutoML_20200514_133245_model_12,0.9288787675258164,0.3846788757557149,0.9181315099694536,0.12907711359247753,0.3201620284356177,0.1025037244520093
DeepLearning_grid__1_AutoML_20200514_133245_model_4,0.9286111577533372,0.3782506225375266,0.9206212953585708,0.12832675677944758,0.320357885094733,0.10262917454237017
DeepLearning_grid__1_AutoML_20200514_133245_model_16,0.928254344723365,0.4295123012855732,0.9094368443688406,0.12933422886407522,0.32021692469525204,0.10253887886128472
XGBoost_2_AutoML_20200514_133245,0.9273675593988748,0.3264421552993666,0.911751199721491,0.11519813617664346,0.30875576766153146,0.0953301240642616
GBM_5_AutoML_20200514_133245,0.9271314331290404,0.3322444340249009,0.9179224205338088,0.12366195113760388,0.31341294706282297,0.0982276753866039
GLM_1_AutoML_20200514_133245,0.9269897573671396,0.33724555341784784,0.914317934989835,0.12506821425572998,0.3150443304600277,0.09925293015500714
DeepLearning_grid__2_AutoML_20200514_133245_model_9,0.9265489883301152,0.4184506969875423,0.9118965807287256,0.13854840063806564,0.3221134445026321,0.10375707112935026
DeepLearning_grid__2_AutoML_20200514_133245_model_6,0.9254628074888758,0.4465540338790079,0.8995437413393597,0.1417124926538494,0.3264270450150068,0.10655461571722928
DeepLearning_grid__3_AutoML_20200514_133245_model_6,0.9238204181009152,0.3820326653601561,0.9058753148285232,0.12518365376542692,0.3196190892296449,0.10215636219998776
DeepLearning_grid__1_AutoML_20200514_133245_model_19,0.9226660230039458,0.3489944911118953,0.9152529950743702,0.1269204936613215,0.3135949660745737,0.09834180274731304
GBM_grid__1_AutoML_20200514_133245_model_3,0.9222724792208884,0.3458575324938983,0.9134133036119929,0.1275763999664176,0.3211555109287181,0.10314086219988597
XGBoost_grid__1_AutoML_20200514_133245_model_6,0.9215588531609438,0.3314127680740773,0.9143526250439176,0.12185689698597935,0.3114802616954387,0.09701995342585897
DeepLearning_grid__1_AutoML_20200514_133245_model_14,0.920388716312652,0.4384955629554321,0.9006297029422698,0.12567689530685922,0.32604839673632224,0.10630755701432618
DeepLearning_grid__2_AutoML_20200514_133245_model_4,0.9184997061539754,0.4590335256677288,0.9020074250488158,0.14478213416169927,0.35085200294026203,0.12309712796719365
DeepLearning_grid__1_AutoML_20200514_133245_model_9,0.9183632776425152,0.4069926441334232,0.9045123801367224,0.13690601125010493,0.3322936280862696,0.11041905526673608
DeepLearning_grid__3_AutoML_20200514_133245_model_3,0.9161856687095962,0.8029327385273297,0.9065405721474604,0.12527810427336075,0.3423155215895776,0.11717991632114455
DeepLearning_grid__1_AutoML_20200514_133245_model_8,0.9156294601628748,0.4316989362720223,0.9032770444883792,0.14091491058685252,0.3405577115396537,0.11597955488912595
DeepLearning_1_AutoML_20200514_133245,0.913598774242297,0.3672373423866679,0.8877263597293459,0.1334375787087566,0.3280584582064097,0.10762235200076667
DeepLearning_grid__1_AutoML_20200514_133245_model_11,0.9123027033834272,0.4543499389158392,0.8993852987409172,0.15671438166400806,0.3468613721128225,0.12031281146398995
DeepLearning_grid__2_AutoML_20200514_133245_model_11,0.911557593820838,0.4363853269379676,0.8969776815759003,0.13800793384266646,0.32984568488149635,0.10879817583494338
DeepLearning_grid__1_AutoML_20200514_133245_model_17,0.909715808916128,0.8329506548680672,0.8964534146456569,0.135405297624045,0.3516263378486861,0.12364108146887827
DeepLearning_grid__1_AutoML_20200514_133245_model_21,0.9091386113676432,0.4467409974374464,0.9052611041357996,0.13796070858869952,0.3367524308996691,0.1134021997168364
DeepLearning_grid__3_AutoML_20200514_133245_model_1,0.9076641339937872,0.5227265379614388,0.9019464928564641,0.12923977835614134,0.36914507140479547,0.13626808374245156
XGBoost_grid__1_AutoML_20200514_133245_model_10,0.9066986399126856,0.3757713555942139,0.887043748665635,0.13489106708084966,0.3334944597779903,0.11121855470261358
DeepLearning_grid__1_AutoML_20200514_133245_model_7,0.9050457560238436,0.6603254794837373,0.8967047427473256,0.16447506506590548,0.3676460951995228,0.13516365131545655
DeepLearning_grid__2_AutoML_20200514_133245_model_5,0.904919822013265,1.7502473937834264,0.8822006036782991,0.15786352951053648,0.3909625179682689,0.15285169045608898
DeepLearning_grid__3_AutoML_20200514_133245_model_7,0.9045944924859372,0.5426402978534002,0.8862208218550109,0.15615292586684576,0.35470796436676605,0.12581773998521498
DeepLearning_grid__1_AutoML_20200514_133245_model_3,0.9035188061455796,0.7453119949984173,0.8804944624278866,0.1546994374947527,0.3681682978315061,0.1355478955281486
