model_id,logloss,mean_per_class_error,rmse,mse
XGBoost_grid__1_AutoML_20200514_204913_model_2,2.876114861712784,0.8229590155511035,0.8442441737562162,0.7127482249213162
GBM_grid__1_AutoML_20200514_204913_model_1,3.0550081587158733,0.8398491426973456,0.8481102929995943,0.7192910690918576
XGBoost_3_AutoML_20200514_204913,3.065702864365846,0.8454673204735463,0.8661151493493008,0.7501554519323617
XGBoost_2_AutoML_20200514_204913,3.0771917213946836,0.8666220165488504,0.8737298208698179,0.7634037998772042
XGBoost_1_AutoML_20200514_204913,3.1558525959691,0.8572394569911838,0.8734309858414482,0.7628816870279641
DeepLearning_1_AutoML_20200514_204913,3.3277698298561478,0.9205488258138204,0.8770885752452139,0.7692843688256792
DeepLearning_grid__1_AutoML_20200514_204913_model_1,3.360833609900093,0.8887389558984137,0.8707130304628832,0.7581411814178577
GBM_5_AutoML_20200514_204913,3.3622140662464766,0.8640982196770659,0.9004723336260531,0.8108504236259497
GBM_2_AutoML_20200514_204913,3.379938124169555,0.8595589542021612,0.8830826628837196,0.7798349894858012
GBM_3_AutoML_20200514_204913,3.4715903549545017,0.8588981662994852,0.8764883695715361,0.7682318619941697
DeepLearning_grid__3_AutoML_20200514_204913_model_1,3.5077866089720113,0.9114967356538068,0.893476159003741,0.7982996467080783
GBM_grid__1_AutoML_20200514_204913_model_3,3.5638013596703337,0.8772414277248568,0.9049182522209172,0.8188770432025596
DeepLearning_grid__2_AutoML_20200514_204913_model_1,3.6394919378871387,0.9203198473862492,0.8818661111625992,0.7776878380170457
GBM_4_AutoML_20200514_204913,3.6888160690336727,0.8738125160563429,0.8857625451186547,0.7845752863350768
XGBoost_grid__1_AutoML_20200514_204913_model_1,3.7462349602097538,0.8596583173378405,0.8459856097184661,0.7156916518507249
GBM_1_AutoML_20200514_204913,4.026358684392935,0.8749598921301942,0.8936111144242533,0.7985408238225559
GLM_1_AutoML_20200514_204913,4.12779551899382,0.99,0.9767538833206596,0.9540481485819888
GBM_grid__1_AutoML_20200514_204913_model_2,4.964508737851457,0.8846541665209329,0.8840506446453246,0.781545542297814
DRF_1_AutoML_20200514_204913,18.844982772226807,0.8939264130062498,0.8586933032254958,0.7373541890043133
XRT_1_AutoML_20200514_204913,20.196143781866635,0.905164793155251,0.8620209985779884,0.7430802019893923
