model_id,logloss,mean_per_class_error,rmse,mse
XGBoost_grid__1_AutoML_20200515_012250_model_2,0.8832814872201651,0.4057660933638031,0.5372833523063552,0.28867340066555497
XGBoost_grid__1_AutoML_20200515_012250_model_1,0.903688358587415,0.4074898448580157,0.5317233583392871,0.2827297298036098
StackedEnsemble_AllModels_AutoML_20200515_012250,0.9234996766417372,0.3897641482378465,0.5418365072009546,0.2935868005357301
StackedEnsemble_BestOfFamily_AutoML_20200515_012250,0.9452884728525116,0.4034452252308038,0.5498190042632767,0.30230093744906106
GBM_grid__1_AutoML_20200515_012250_model_1,1.0177079663812465,0.4641628376526198,0.583399791138111,0.3403553162999916
XGBoost_3_AutoML_20200515_012250,1.019115453799344,0.4706941115490819,0.5890107339478821,0.3469336447058225
XGBoost_1_AutoML_20200515_012250,1.0275983442077403,0.4569714715720037,0.5899723071208469,0.3480673231694949
XGBoost_2_AutoML_20200515_012250,1.0474243835861965,0.45419880377998606,0.5969506823205739,0.3563501171229988
GBM_grid__1_AutoML_20200515_012250_model_2,1.1960032998078625,0.4943619143514743,0.6506015118585318,0.4232823272326073
GBM_1_AutoML_20200515_012250,1.2264656789098285,0.5157740063558044,0.6595697860389889,0.4350323026555176
GBM_2_AutoML_20200515_012250,1.228244828345104,0.500241746576265,0.6620206038555085,0.4382712799292122
GBM_3_AutoML_20200515_012250,1.2368946210574725,0.4908651040434425,0.6660346943860654,0.4436022141259397
GBM_4_AutoML_20200515_012250,1.3073494414127529,0.4857926288764627,0.6898048718858906,0.4758307612775098
DeepLearning_grid__2_AutoML_20200515_012250_model_1,1.3394259322662925,0.5815102191807698,0.6441082318317887,0.4148754143134732
XGBoost_grid__1_AutoML_20200515_012250_model_3,1.3793365621207228,0.5029656506922532,0.7091525966314791,0.5028974053091693
DeepLearning_grid__3_AutoML_20200515_012250_model_1,1.431924863853451,0.5804041713457451,0.6648263581043696,0.4419940864303195
GBM_5_AutoML_20200515_012250,1.437293641205862,0.5274956390728333,0.7314565118895281,0.5350286287855953
DeepLearning_1_AutoML_20200515_012250,1.5080085522545426,0.6503720916975212,0.6663723046381764,0.44405204838879453
DeepLearning_grid__1_AutoML_20200515_012250_model_1,1.5494159576775208,0.5961373111780002,0.6409241047836068,0.41078370809266784
XGBoost_grid__1_AutoML_20200515_012250_model_4,1.7537922152133605,0.5376320113415789,0.8076425203372107,0.6522864406566419
GLM_1_AutoML_20200515_012250,1.857516762575143,0.8100491038665799,0.8134629473248028,0.6617219666703549
GBM_grid__1_AutoML_20200515_012250_model_3,1.9946101661845312,0.5936352917927041,0.8590700343669521,0.7380013239472359
DRF_1_AutoML_20200515_012250,2.1502273908751723,0.4939092326501085,0.6052643738542587,0.3663449622571879
XRT_1_AutoML_20200515_012250,2.2565061089879865,0.4928769463917992,0.6035668804482738,0.3642929791740608
