id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/7592,adult,H2OAutoML,1,0.926681,aws.docker,3.30.0.3,,stable,2020-05-14T19:38:45,3170.6,119,1,,0.869191,0.926681,
openml.org/t/7592,adult,H2OAutoML,2,0.930847,aws.docker,3.30.0.3,,stable,2020-05-14T19:38:55,3166.5,115,1,,0.870188,0.930847,
openml.org/t/7592,adult,H2OAutoML,0,0.931427,aws.docker,3.30.0.3,,stable,2020-05-14T19:40:09,3262.3,152,1,,0.87349,0.931427,
openml.org/t/7592,adult,H2OAutoML,7,0.931187,aws.docker,3.30.0.3,,stable,2020-05-14T19:41:44,3285.3,157,1,,0.872441,0.931187,
openml.org/t/7592,adult,H2OAutoML,6,0.93112,aws.docker,3.30.0.3,,stable,2020-05-14T19:41:35,3292.2,159,1,,0.865274,0.93112,
openml.org/t/7592,adult,H2OAutoML,4,0.926563,aws.docker,3.30.0.3,,stable,2020-05-14T19:42:12,3331.4,170,1,,0.86077,0.926563,
openml.org/t/7592,adult,H2OAutoML,5,0.92343,aws.docker,3.30.0.3,,stable,2020-05-14T19:42:07,3318.1,188,1,,0.854218,0.92343,
openml.org/t/7592,adult,H2OAutoML,9,0.933664,aws.docker,3.30.0.3,,stable,2020-05-14T19:42:05,3288.7,163,1,,0.870598,0.933664,
openml.org/t/7592,adult,H2OAutoML,3,0.926534,aws.docker,3.30.0.3,,stable,2020-05-14T19:42:24,3366.5,175,1,,0.867322,0.926534,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,9,0.900371,aws.docker,3.30.0.3,,stable,2020-05-14T19:42:38,3227.4,119,1,,0.955128,0.900371,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,0,0.890121,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:11,3343.8,164,1,,0.953311,0.890121,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,1,0.879331,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:12,3329.4,152,1,,0.955447,0.879331,
openml.org/t/7592,adult,H2OAutoML,8,0.938896,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:27,3378.7,203,1,,0.87285,0.938896,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,2,0.87655,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:35,3347.4,165,1,,0.95209,0.87655,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,4,0.89268,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:46,3340.0,160,1,,0.96033,0.89268,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,5,0.87496,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:47,3324.4,158,1,,0.949649,0.87496,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,7,0.855286,aws.docker,3.30.0.3,,stable,2020-05-14T19:44:25,3333.0,160,1,,0.95087,0.855286,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,3,0.885713,aws.docker,3.30.0.3,,stable,2020-05-14T19:44:37,3389.6,146,1,,0.95209,0.885713,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,8,0.899679,aws.docker,3.30.0.3,,stable,2020-05-14T19:45:43,3396.8,161,1,,0.953006,0.899679,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,6,0.872619,aws.docker,3.30.0.3,,stable,2020-05-14T19:46:03,3447.5,146,1,,0.951785,0.872619,
openml.org/t/168868,APSFailure,H2OAutoML,1,0.989159,aws.docker,3.30.0.3,,stable,2020-05-14T19:46:34,3404.4,33,1,,0.9925,0.989159,
openml.org/t/168868,APSFailure,H2OAutoML,0,0.988399,aws.docker,3.30.0.3,,stable,2020-05-14T19:46:30,3408.6,33,1,,0.995,0.988399,
openml.org/t/168868,APSFailure,H2OAutoML,5,0.993857,aws.docker,3.30.0.3,,stable,2020-05-14T19:47:08,3399.9,33,1,,0.994342,0.993857,
openml.org/t/168868,APSFailure,H2OAutoML,2,0.995835,aws.docker,3.30.0.3,,stable,2020-05-14T19:46:56,3413.3,33,1,,0.994868,0.995835,
