id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,r2,rmse
openml.org/t/4804,mtp2,H2OAutoML,1,0.14631,aws.docker,3.30.0.3,,stable,2020-05-16T02:57:54,2796.1,42,1,,0.443519,0.14631
openml.org/t/4804,mtp2,H2OAutoML,2,0.205674,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:08,2798.7,42,1,,0.162865,0.205674
openml.org/t/166852,Moneyball,H2OAutoML,4,24.5918,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:23,2687.4,90,1,,0.933996,24.5918
openml.org/t/166852,Moneyball,H2OAutoML,2,22.6086,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:25,2718.4,82,1,,0.935733,22.6086
openml.org/t/4804,mtp2,H2OAutoML,0,0.14656,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:26,2807.8,43,1,,0.179715,0.14656
openml.org/t/4804,mtp2,H2OAutoML,3,0.119906,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:17,2796.6,48,1,,0.376057,0.119906
openml.org/t/4804,mtp2,H2OAutoML,4,0.154205,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:31,2802.1,48,1,,0.359558,0.154205
openml.org/t/166852,Moneyball,H2OAutoML,0,20.9996,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:25,2736.3,129,1,,0.946593,20.9996
openml.org/t/4804,mtp2,H2OAutoML,7,0.115612,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:54,2793.5,47,1,,0.400166,0.115612
openml.org/t/4804,mtp2,H2OAutoML,5,0.155639,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:39,2799.0,41,1,,0.38066,0.155639
openml.org/t/166852,Moneyball,H2OAutoML,1,23.1177,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:39,2740.6,141,1,,0.932716,23.1177
openml.org/t/4804,mtp2,H2OAutoML,6,0.152706,aws.docker,3.30.0.3,,stable,2020-05-16T02:58:45,2795.7,43,1,,-0.0450519,0.152706
openml.org/t/4804,mtp2,H2OAutoML,8,0.110508,aws.docker,3.30.0.3,,stable,2020-05-16T02:59:13,2805.3,48,1,,0.644584,0.110508
openml.org/t/166852,Moneyball,H2OAutoML,7,21.3006,aws.docker,3.30.0.3,,stable,2020-05-16T02:59:18,2723.1,89,1,,0.946726,21.3006
openml.org/t/166852,Moneyball,H2OAutoML,8,22.5455,aws.docker,3.30.0.3,,stable,2020-05-16T02:59:28,2721.9,82,1,,0.937477,22.5455
openml.org/t/4804,mtp2,H2OAutoML,9,0.142892,aws.docker,3.30.0.3,,stable,2020-05-16T02:59:17,2798.3,42,1,,0.213106,0.142892
