id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,r2,rmse
openml.org/t/7324,BNG_breastTumor,H2OAutoML,0,9.25878,aws.docker,3.30.0.3,,stable,2020-05-16T04:12:58,2920.6,71,1,,0.197158,9.25878
openml.org/t/7324,BNG_breastTumor,H2OAutoML,2,9.39529,aws.docker,3.30.0.3,,stable,2020-05-16T04:13:57,2938.4,67,1,,0.182599,9.39529
openml.org/t/7324,BNG_breastTumor,H2OAutoML,3,9.37662,aws.docker,3.30.0.3,,stable,2020-05-16T04:14:44,2993.5,68,1,,0.181856,9.37662
openml.org/t/7324,BNG_breastTumor,H2OAutoML,4,9.37561,aws.docker,3.30.0.3,,stable,2020-05-16T04:14:48,2982.1,79,1,,0.179625,9.37561
openml.org/t/4862,houses,H2OAutoML,0,41442.0,aws.docker,3.30.0.3,,stable,2020-05-16T04:16:08,3418.0,340,1,,0.8691,41442.0
openml.org/t/4862,houses,H2OAutoML,1,45712.6,aws.docker,3.30.0.3,,stable,2020-05-16T04:16:14,3414.1,341,1,,0.839379,45712.6
openml.org/t/7324,BNG_breastTumor,H2OAutoML,1,9.3063,aws.docker,3.30.0.3,,stable,2020-05-16T04:15:40,3066.8,80,1,,0.188685,9.3063
openml.org/t/4862,houses,H2OAutoML,7,43668.2,aws.docker,3.30.0.3,,stable,2020-05-16T04:16:12,3348.4,336,1,,0.84674,43668.2
openml.org/t/4862,houses,H2OAutoML,2,41638.5,aws.docker,3.30.0.3,,stable,2020-05-16T04:16:43,3431.8,342,1,,0.870497,41638.5
openml.org/t/4862,houses,H2OAutoML,5,44907.0,aws.docker,3.30.0.3,,stable,2020-05-16T04:16:57,3417.2,340,1,,0.86056,44907.0
openml.org/t/4862,houses,H2OAutoML,3,41031.2,aws.docker,3.30.0.3,,stable,2020-05-16T04:16:57,3434.1,336,1,,0.871334,41031.2
openml.org/t/4862,houses,H2OAutoML,4,43560.4,aws.docker,3.30.0.3,,stable,2020-05-16T04:17:07,3435.9,340,1,,0.86033,43560.4
openml.org/t/4862,houses,H2OAutoML,9,40574.6,aws.docker,3.30.0.3,,stable,2020-05-16T04:17:06,3387.0,345,1,,0.879407,40574.6
openml.org/t/4862,houses,H2OAutoML,6,46184.0,aws.docker,3.30.0.3,,stable,2020-05-16T04:17:33,3441.2,338,1,,0.835889,46184.0
openml.org/t/4862,houses,H2OAutoML,8,44183.1,aws.docker,3.30.0.3,,stable,2020-05-16T04:17:52,3439.0,336,1,,0.853244,44183.1
openml.org/t/4885,fried,H2OAutoML,0,1.03381,aws.docker,3.30.0.3,,stable,2020-05-16T04:17:58,3423.9,189,1,,0.956896,1.03381
openml.org/t/7324,BNG_breastTumor,H2OAutoML,8,9.42311,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:07,3142.8,107,1,,0.190119,9.42311
openml.org/t/4885,fried,H2OAutoML,1,1.04849,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:14,3431.1,187,1,,0.956773,1.04849
openml.org/t/7324,BNG_breastTumor,H2OAutoML,6,9.35658,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:16,3161.2,105,1,,0.175493,9.35658
openml.org/t/4885,fried,H2OAutoML,2,1.04876,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:24,3434.3,187,1,,0.954936,1.04876
openml.org/t/4885,fried,H2OAutoML,3,1.05329,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:25,3420.7,190,1,,0.955606,1.05329
openml.org/t/7324,BNG_breastTumor,H2OAutoML,7,9.3535,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:24,3171.5,108,1,,0.17464,9.3535
openml.org/t/4885,fried,H2OAutoML,7,1.05512,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:48,3402.7,187,1,,0.95512,1.05512
openml.org/t/4885,fried,H2OAutoML,4,1.03673,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:53,3439.1,186,1,,0.957107,1.03673
openml.org/t/7324,BNG_breastTumor,H2OAutoML,5,9.36761,aws.docker,3.30.0.3,,stable,2020-05-16T04:18:44,3197.5,113,1,,0.176924,9.36761
openml.org/t/4885,fried,H2OAutoML,6,1.05706,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:10,3435.2,188,1,,0.95516,1.05706
openml.org/t/7324,BNG_breastTumor,H2OAutoML,9,9.40876,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:21,3182.5,113,1,,0.166194,9.40876
openml.org/t/4885,fried,H2OAutoML,8,1.02219,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:35,3422.9,191,1,,0.958441,1.02219
openml.org/t/12732,aloi,H2OAutoML,0,109.781,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:49,3402.7,25,1,,0.857145,109.781
openml.org/t/4885,fried,H2OAutoML,5,1.02512,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:42,3437.3,185,1,,0.958454,1.02512
openml.org/t/12732,aloi,H2OAutoML,1,107.825,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:59,3406.7,26,1,,0.859785,107.825
openml.org/t/4885,fried,H2OAutoML,9,1.02342,aws.docker,3.30.0.3,,stable,2020-05-16T04:19:56,3454.0,186,1,,0.957837,1.02342
openml.org/t/12732,aloi,H2OAutoML,2,107.871,aws.docker,3.30.0.3,,stable,2020-05-16T04:20:15,3408.8,26,1,,0.859015,107.871
openml.org/t/12732,aloi,H2OAutoML,5,111.68,aws.docker,3.30.0.3,,stable,2020-05-16T04:20:50,3407.7,26,1,,0.851587,111.68
openml.org/t/12732,aloi,H2OAutoML,4,107.549,aws.docker,3.30.0.3,,stable,2020-05-16T04:20:32,3408.7,26,1,,0.859471,107.549
openml.org/t/12732,aloi,H2OAutoML,7,108.374,aws.docker,3.30.0.3,,stable,2020-05-16T04:21:01,3407.7,26,1,,0.859189,108.374
openml.org/t/12732,aloi,H2OAutoML,6,110.057,aws.docker,3.30.0.3,,stable,2020-05-16T04:20:58,3409.6,26,1,,0.855091,110.057
openml.org/t/12732,aloi,H2OAutoML,9,111.19,aws.docker,3.30.0.3,,stable,2020-05-16T04:21:24,3411.5,26,1,,0.849874,111.19
openml.org/t/12732,aloi,H2OAutoML,8,109.457,aws.docker,3.30.0.3,,stable,2020-05-16T04:21:34,3408.8,26,1,,0.855529,109.457
openml.org/t/12732,aloi,H2OAutoML,3,108.786,aws.docker,3.30.0.3,,stable,2020-05-16T04:21:34,3409.3,26,1,,0.860442,108.786
