id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/146818,Australian,H2OAutoML,2,0.926995,aws.docker,3.30.0.3,,stable,2020-05-14T14:16:56,2715.4,74,1,,0.855072,0.926995,
openml.org/t/10101,blood-transfusion,H2OAutoML,5,0.739279,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:07,2609.7,62,1,,0.733333,0.739279,
openml.org/t/146818,Australian,H2OAutoML,3,0.944822,aws.docker,3.30.0.3,,stable,2020-05-14T14:16:56,2717.0,74,1,,0.826087,0.944822,
openml.org/t/10101,blood-transfusion,H2OAutoML,0,0.751949,aws.docker,3.30.0.3,,stable,2020-05-14T14:16:46,2624.3,62,1,,0.733333,0.751949,
openml.org/t/146818,Australian,H2OAutoML,1,0.922326,aws.docker,3.30.0.3,,stable,2020-05-14T14:16:51,2716.3,77,1,,0.869565,0.922326,
openml.org/t/146818,Australian,H2OAutoML,5,0.976231,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:15,2718.1,71,1,,0.913043,0.976231,
openml.org/t/146818,Australian,H2OAutoML,6,0.905772,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:23,2717.9,71,1,,0.797101,0.905772,
openml.org/t/146818,Australian,H2OAutoML,0,0.945671,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:17,2716.3,76,1,,0.884058,0.945671,
openml.org/t/10101,blood-transfusion,H2OAutoML,8,0.74355,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:34,2606.9,65,1,,0.743243,0.74355,
openml.org/t/10101,blood-transfusion,H2OAutoML,6,0.754873,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:41,2631.5,65,1,,0.746667,0.754873,
openml.org/t/146818,Australian,H2OAutoML,7,0.931624,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:22,2682.2,67,1,,0.898551,0.931624,
openml.org/t/10101,blood-transfusion,H2OAutoML,3,0.711014,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:43,2660.9,64,1,,0.746667,0.711014,
openml.org/t/10101,blood-transfusion,H2OAutoML,1,0.811404,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:47,2691.4,65,1,,0.8,0.811404,
openml.org/t/146818,Australian,H2OAutoML,8,0.959829,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:53,2716.7,77,1,,0.869565,0.959829,
openml.org/t/146818,Australian,H2OAutoML,9,0.931624,aws.docker,3.30.0.3,,stable,2020-05-14T14:18:02,2716.5,75,1,,0.884058,0.931624,
openml.org/t/10101,blood-transfusion,H2OAutoML,2,0.717349,aws.docker,3.30.0.3,,stable,2020-05-14T14:17:52,2685.5,63,1,,0.693333,0.717349,
openml.org/t/146818,Australian,H2OAutoML,4,0.943973,aws.docker,3.30.0.3,,stable,2020-05-14T14:18:12,2718.1,71,1,,0.884058,0.943973,
openml.org/t/10101,blood-transfusion,H2OAutoML,7,0.797758,aws.docker,3.30.0.3,,stable,2020-05-14T14:18:41,2687.3,64,1,,0.746667,0.797758,
openml.org/t/10101,blood-transfusion,H2OAutoML,4,0.79922,aws.docker,3.30.0.3,,stable,2020-05-14T14:18:47,2693.5,68,1,,0.76,0.79922,
openml.org/t/10101,blood-transfusion,H2OAutoML,9,0.716718,aws.docker,3.30.0.3,,stable,2020-05-14T14:19:00,2634.8,63,1,,0.77027,0.716718,
openml.org/t/146821,car,H2OAutoML,0,0.000106463,aws.docker,3.30.0.3,,stable,2020-05-14T14:30:49,3384.7,454,1,,1.0,,0.000106463
openml.org/t/146821,car,H2OAutoML,1,0.000232481,aws.docker,3.30.0.3,,stable,2020-05-14T14:31:05,3384.5,399,1,,1.0,,0.000232481
openml.org/t/146821,car,H2OAutoML,2,0.000923253,aws.docker,3.30.0.3,,stable,2020-05-14T14:31:11,3385.1,408,1,,1.0,,0.000923253
openml.org/t/146821,car,H2OAutoML,3,0.000260933,aws.docker,3.30.0.3,,stable,2020-05-14T14:31:27,3390.3,414,1,,1.0,,0.000260933
openml.org/t/146821,car,H2OAutoML,4,0.000136614,aws.docker,3.30.0.3,,stable,2020-05-14T14:31:29,3385.3,421,1,,1.0,,0.000136614
openml.org/t/146821,car,H2OAutoML,5,0.000362835,aws.docker,3.30.0.3,,stable,2020-05-14T14:31:59,3392.8,396,1,,1.0,,0.000362835
openml.org/t/146821,car,H2OAutoML,7,0.00918059,aws.docker,3.30.0.3,,stable,2020-05-14T14:32:05,3388.1,413,1,,0.99422,,0.00918059
openml.org/t/146821,car,H2OAutoML,8,7.23128e-05,aws.docker,3.30.0.3,,stable,2020-05-14T14:32:03,3376.7,414,1,,1.0,,7.23128e-05
openml.org/t/146821,car,H2OAutoML,9,0.0015998,aws.docker,3.30.0.3,,stable,2020-05-14T14:32:17,3379.6,426,1,,1.0,,0.0015998
openml.org/t/146821,car,H2OAutoML,6,0.00268237,aws.docker,3.30.0.3,,stable,2020-05-14T14:32:15,3387.4,426,1,,1.0,,0.00268237
openml.org/t/168908,christine,H2OAutoML,1,0.835201,aws.docker,3.30.0.3,,stable,2020-05-14T15:16:39,3326.1,53,1,,0.758303,0.835201,
openml.org/t/168908,christine,H2OAutoML,9,0.802665,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:11,3328.6,57,1,,0.719039,0.802665,
openml.org/t/168908,christine,H2OAutoML,0,0.841723,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:13,3370.8,65,1,,0.750923,0.841723,
openml.org/t/168908,christine,H2OAutoML,8,0.821717,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:28,3335.9,56,1,,0.756007,0.821717,
openml.org/t/168908,christine,H2OAutoML,3,0.813143,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:37,3382.2,67,1,,0.717712,0.813143,
openml.org/t/168908,christine,H2OAutoML,5,0.827181,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:50,3361.0,58,1,,0.754613,0.827181,
openml.org/t/168908,christine,H2OAutoML,2,0.819828,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:45,3392.2,67,1,,0.723247,0.819828,
openml.org/t/168908,christine,H2OAutoML,4,0.810896,aws.docker,3.30.0.3,,stable,2020-05-14T15:17:51,3385.1,64,1,,0.738007,0.810896,
openml.org/t/168908,christine,H2OAutoML,6,0.831334,aws.docker,3.30.0.3,,stable,2020-05-14T15:18:09,3386.5,65,1,,0.756458,0.831334,
openml.org/t/168908,christine,H2OAutoML,7,0.829155,aws.docker,3.30.0.3,,stable,2020-05-14T15:18:43,3400.6,65,1,,0.745387,0.829155,
openml.org/t/9981,cnae-9,H2OAutoML,1,0.279536,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:07,3477.1,163,1,,0.925926,,0.279536
openml.org/t/9981,cnae-9,H2OAutoML,0,0.0772849,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:07,3465.2,182,1,,0.972222,,0.0772849
openml.org/t/9981,cnae-9,H2OAutoML,2,0.142837,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:15,3472.2,173,1,,0.962963,,0.142837
openml.org/t/9981,cnae-9,H2OAutoML,3,0.18066,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:10,3465.1,176,1,,0.953704,,0.18066
openml.org/t/9981,cnae-9,H2OAutoML,6,0.295629,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:51,3487.1,184,1,,0.962963,,0.295629
openml.org/t/31,credit-g,H2OAutoML,0,0.853333,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:51,2719.4,73,1,,0.78,0.853333,
openml.org/t/31,credit-g,H2OAutoML,1,0.741905,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:56,2719.5,74,1,,0.76,0.741905,
openml.org/t/9981,cnae-9,H2OAutoML,5,0.0761958,aws.docker,3.30.0.3,,stable,2020-05-14T15:19:46,3476.9,189,1,,0.981481,,0.0761958
openml.org/t/9981,cnae-9,H2OAutoML,4,0.211436,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:02,3468.2,185,1,,0.962963,,0.211436
openml.org/t/31,credit-g,H2OAutoML,2,0.750952,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:05,2719.5,73,1,,0.74,0.750952,
openml.org/t/31,credit-g,H2OAutoML,3,0.775714,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:17,2719.2,74,1,,0.83,0.775714,
openml.org/t/9981,cnae-9,H2OAutoML,7,0.0896133,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:11,3467.4,190,1,,0.962963,,0.0896133
openml.org/t/9981,cnae-9,H2OAutoML,8,0.0972477,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:20,3478.5,189,1,,0.981481,,0.0972477
openml.org/t/31,credit-g,H2OAutoML,4,0.776667,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:30,2719.2,72,1,,0.72,0.776667,
openml.org/t/31,credit-g,H2OAutoML,5,0.820476,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:36,2719.6,73,1,,0.77,0.820476,
openml.org/t/9981,cnae-9,H2OAutoML,9,0.20755,aws.docker,3.30.0.3,,stable,2020-05-14T15:20:42,3475.9,185,1,,0.962963,,0.20755
openml.org/t/31,credit-g,H2OAutoML,7,0.844762,aws.docker,3.30.0.3,,stable,2020-05-14T15:21:05,2720.9,70,1,,0.8,0.844762,
openml.org/t/31,credit-g,H2OAutoML,6,0.809524,aws.docker,3.30.0.3,,stable,2020-05-14T15:21:00,2720.0,73,1,,0.78,0.809524,
openml.org/t/31,credit-g,H2OAutoML,9,0.716667,aws.docker,3.30.0.3,,stable,2020-05-14T15:21:20,2718.5,73,1,,0.71,0.716667,
openml.org/t/31,credit-g,H2OAutoML,8,0.763333,aws.docker,3.30.0.3,,stable,2020-05-14T15:21:43,2719.3,73,1,,0.78,0.763333,
openml.org/t/168911,jasmine,H2OAutoML,0,0.872528,aws.docker,3.30.0.3,,stable,2020-05-14T16:10:22,2788.3,48,1,,0.816054,0.872528,
openml.org/t/168911,jasmine,H2OAutoML,1,0.893557,aws.docker,3.30.0.3,,stable,2020-05-14T16:10:04,2775.5,46,1,,0.809365,0.893557,
openml.org/t/168911,jasmine,H2OAutoML,2,0.925369,aws.docker,3.30.0.3,,stable,2020-05-14T16:10:26,2785.0,45,1,,0.849498,0.925369,
openml.org/t/168911,jasmine,H2OAutoML,3,0.868501,aws.docker,3.30.0.3,,stable,2020-05-14T16:10:32,2791.9,46,1,,0.826087,0.868501,
openml.org/t/168911,jasmine,H2OAutoML,4,0.885996,aws.docker,3.30.0.3,,stable,2020-05-14T16:10:32,2784.8,45,1,,0.788591,0.885996,
openml.org/t/168911,jasmine,H2OAutoML,5,0.877933,aws.docker,3.30.0.3,,stable,2020-05-14T16:10:36,2787.4,48,1,,0.788591,0.877933,
openml.org/t/168911,jasmine,H2OAutoML,6,0.892527,aws.docker,3.30.0.3,,stable,2020-05-14T16:11:00,2783.3,45,1,,0.822148,0.892527,
openml.org/t/168911,jasmine,H2OAutoML,8,0.892843,aws.docker,3.30.0.3,,stable,2020-05-14T16:11:21,2778.7,45,1,,0.838926,0.892843,
openml.org/t/168911,jasmine,H2OAutoML,7,0.854421,aws.docker,3.30.0.3,,stable,2020-05-14T16:11:25,2789.2,47,1,,0.808725,0.854421,
openml.org/t/168911,jasmine,H2OAutoML,9,0.892753,aws.docker,3.30.0.3,,stable,2020-05-14T16:11:54,2787.3,46,1,,0.822148,0.892753,
openml.org/t/168909,dilbert,H2OAutoML,0,0.0434546,aws.docker,3.30.0.3,,stable,2020-05-14T16:19:41,3476.2,22,1,,0.987,,0.0434546
openml.org/t/168909,dilbert,H2OAutoML,4,0.0400519,aws.docker,3.30.0.3,,stable,2020-05-14T16:20:44,3479.2,22,1,,0.986,,0.0400519
openml.org/t/168909,dilbert,H2OAutoML,1,0.0179148,aws.docker,3.30.0.3,,stable,2020-05-14T16:20:51,3495.2,23,1,,0.996,,0.0179148
openml.org/t/168909,dilbert,H2OAutoML,2,0.0372715,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:03,3508.2,23,1,,0.989,,0.0372715
openml.org/t/168909,dilbert,H2OAutoML,3,0.0214526,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:02,3489.7,23,1,,0.994,,0.0214526
openml.org/t/168909,dilbert,H2OAutoML,6,0.0204868,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:09,3475.7,22,1,,0.995,,0.0204868
openml.org/t/168909,dilbert,H2OAutoML,5,0.02493,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:15,3487.7,22,1,,0.993,,0.02493
openml.org/t/168909,dilbert,H2OAutoML,7,0.0335157,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:43,3497.0,23,1,,0.988,,0.0335157
openml.org/t/168909,dilbert,H2OAutoML,8,0.0255181,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:46,3488.8,23,1,,0.993,,0.0255181
openml.org/t/168909,dilbert,H2OAutoML,9,0.0151318,aws.docker,3.30.0.3,,stable,2020-05-14T16:22:18,3477.7,22,1,,0.998,,0.0151318
openml.org/t/168910,fabert,H2OAutoML,0,0.712749,aws.docker,3.30.0.3,,stable,2020-05-14T16:23:54,3651.3,42,1,,0.725728,,0.712749
openml.org/t/168910,fabert,H2OAutoML,1,0.729352,aws.docker,3.30.0.3,,stable,2020-05-14T16:23:55,3650.9,41,1,,0.748786,,0.729352
openml.org/t/168910,fabert,H2OAutoML,2,0.722423,aws.docker,3.30.0.3,,stable,2020-05-14T16:23:58,3648.1,41,1,,0.73301,,0.722423
openml.org/t/168910,fabert,H2OAutoML,3,0.762403,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:03,3629.6,40,1,,0.714806,,0.762403
openml.org/t/168910,fabert,H2OAutoML,4,0.781026,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:20,3644.0,40,1,,0.726942,,0.781026
openml.org/t/168910,fabert,H2OAutoML,5,0.714897,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:34,3656.7,41,1,,0.746359,,0.714897
openml.org/t/168910,fabert,H2OAutoML,7,0.762858,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:31,3634.0,41,1,,0.73633,,0.762858
openml.org/t/168910,fabert,H2OAutoML,8,0.798745,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:32,3632.9,40,1,,0.716889,,0.798745
openml.org/t/168910,fabert,H2OAutoML,9,0.781235,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:44,3642.9,40,1,,0.715674,,0.781235
openml.org/t/168910,fabert,H2OAutoML,6,0.779322,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:49,3662.1,42,1,,0.718447,,0.779322
openml.org/t/3917,kc1,H2OAutoML,1,0.847416,aws.docker,3.30.0.3,,stable,2020-05-14T16:59:08,2721.8,55,1,,0.838863,0.847416,
openml.org/t/3917,kc1,H2OAutoML,3,0.830354,aws.docker,3.30.0.3,,stable,2020-05-14T16:59:10,2718.2,55,1,,0.848341,0.830354,
openml.org/t/3917,kc1,H2OAutoML,4,0.771365,aws.docker,3.30.0.3,,stable,2020-05-14T16:59:25,2716.3,56,1,,0.791469,0.771365,
openml.org/t/3917,kc1,H2OAutoML,0,0.857455,aws.docker,3.30.0.3,,stable,2020-05-14T16:59:19,2738.5,58,1,,0.819905,0.857455,
openml.org/t/3917,kc1,H2OAutoML,2,0.864263,aws.docker,3.30.0.3,,stable,2020-05-14T16:59:25,2737.7,58,1,,0.843602,0.864263,
openml.org/t/3917,kc1,H2OAutoML,5,0.812394,aws.docker,3.30.0.3,,stable,2020-05-14T16:59:35,2734.4,57,1,,0.78673,0.812394,
openml.org/t/3917,kc1,H2OAutoML,7,0.872319,aws.docker,3.30.0.3,,stable,2020-05-14T17:00:14,2719.0,55,1,,0.834123,0.872319,
openml.org/t/3917,kc1,H2OAutoML,6,0.848315,aws.docker,3.30.0.3,,stable,2020-05-14T17:00:02,2717.8,57,1,,0.834123,0.848315,
openml.org/t/3917,kc1,H2OAutoML,8,0.893769,aws.docker,3.30.0.3,,stable,2020-05-14T17:00:26,2734.7,58,1,,0.867299,0.893769,
openml.org/t/3917,kc1,H2OAutoML,9,0.78125,aws.docker,3.30.0.3,,stable,2020-05-14T17:01:09,2739.2,59,1,,0.747619,0.78125,
openml.org/t/3,kr-vs-kp,H2OAutoML,0,0.999843,aws.docker,3.30.0.3,,stable,2020-05-14T17:20:26,3424.9,350,1,,0.99375,0.999843,
openml.org/t/3,kr-vs-kp,H2OAutoML,2,0.999452,aws.docker,3.30.0.3,,stable,2020-05-14T17:21:14,3415.1,371,1,,0.990625,0.999452,
openml.org/t/3,kr-vs-kp,H2OAutoML,1,0.999843,aws.docker,3.30.0.3,,stable,2020-05-14T17:21:14,3413.5,366,1,,0.984375,0.999843,
openml.org/t/3,kr-vs-kp,H2OAutoML,4,1.0,aws.docker,3.30.0.3,,stable,2020-05-14T17:21:41,3411.2,356,1,,1.0,1.0,
openml.org/t/3,kr-vs-kp,H2OAutoML,5,1.0,aws.docker,3.30.0.3,,stable,2020-05-14T17:21:49,3414.9,359,1,,1.0,1.0,
