id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/146818,Australian,autosklearn,3,0.924448,aws.docker,0.6.0,,stable,2020-04-06T23:32:58,3614.3,11,1,,0.869565,0.924448,
openml.org/t/146818,Australian,autosklearn,4,0.924448,aws.docker,0.6.0,,stable,2020-04-06T23:32:36,3615.6,9,1,,0.898551,0.924448,
openml.org/t/10101,blood-transfusion,autosklearn,6,0.749025,aws.docker,0.6.0,,stable,2020-04-06T23:34:06,3643.2,9,1,,0.8,0.749025,
openml.org/t/10101,blood-transfusion,autosklearn,1,0.83577,aws.docker,0.6.0,,stable,2020-04-06T23:33:34,3636.0,14,1,,0.8,0.83577,
openml.org/t/146818,Australian,autosklearn,5,0.963497,aws.docker,0.6.0,,stable,2020-04-06T23:32:32,3608.4,13,1,,0.884058,0.963497,
openml.org/t/10101,blood-transfusion,autosklearn,7,0.759747,aws.docker,0.6.0,,stable,2020-04-06T23:34:23,3649.2,10,1,,0.813333,0.759747,
openml.org/t/10101,blood-transfusion,autosklearn,8,0.670279,aws.docker,0.6.0,,stable,2020-04-06T23:33:44,3616.3,4,1,,0.608108,0.670279,
openml.org/t/146818,Australian,autosklearn,6,0.903226,aws.docker,0.6.0,,stable,2020-04-06T23:32:30,3604.5,15,1,,0.826087,0.903226,
openml.org/t/146818,Australian,autosklearn,0,0.937182,aws.docker,0.6.0,,stable,2020-04-06T23:32:16,3604.5,17,1,,0.884058,0.937182,
openml.org/t/146818,Australian,autosklearn,7,0.949573,aws.docker,0.6.0,,stable,2020-04-06T23:32:50,3615.7,20,1,,0.913043,0.949573,
openml.org/t/10101,blood-transfusion,autosklearn,3,0.713938,aws.docker,0.6.0,,stable,2020-04-06T23:33:59,3636.5,13,1,,0.786667,0.713938,
openml.org/t/146818,Australian,autosklearn,1,0.90747,aws.docker,0.6.0,,stable,2020-04-06T23:32:23,3605.8,15,1,,0.884058,0.90747,
openml.org/t/146818,Australian,autosklearn,9,0.905128,aws.docker,0.6.0,,stable,2020-04-06T23:33:15,3603.9,16,1,,0.826087,0.905128,
openml.org/t/146818,Australian,autosklearn,2,0.891341,aws.docker,0.6.0,,stable,2020-04-06T23:32:15,3611.1,18,1,,0.84058,0.891341,
openml.org/t/146818,Australian,autosklearn,8,0.951282,aws.docker,0.6.0,,stable,2020-04-06T23:32:47,3605.2,10,1,,0.869565,0.951282,
openml.org/t/10101,blood-transfusion,autosklearn,4,0.77924,aws.docker,0.6.0,,stable,2020-04-06T23:33:49,3625.4,22,1,,0.786667,0.77924,
openml.org/t/146821,car,autosklearn,2,0.0119955,aws.docker,0.6.0,,stable,2020-04-06T23:34:34,3648.2,1,1,,0.988439,,0.0119955
openml.org/t/146821,car,autosklearn,3,0.00304743,aws.docker,0.6.0,,stable,2020-04-06T23:34:30,3637.4,1,1,,1.0,,0.00304743
openml.org/t/146821,car,autosklearn,7,0.00893708,aws.docker,0.6.0,,stable,2020-04-06T23:34:51,3640.0,1,1,,0.99422,,0.00893708
openml.org/t/146821,car,autosklearn,5,0.00399967,aws.docker,0.6.0,,stable,2020-04-06T23:34:46,3646.6,1,1,,1.0,,0.00399967
openml.org/t/10101,blood-transfusion,autosklearn,9,0.765222,aws.docker,0.6.0,,stable,2020-04-06T23:34:38,3650.5,13,1,,0.77027,0.765222,
openml.org/t/146821,car,autosklearn,6,0.0119376,aws.docker,0.6.0,,stable,2020-04-06T23:34:49,3635.9,1,1,,0.99422,,0.0119376
openml.org/t/146821,car,autosklearn,1,0.00857269,aws.docker,0.6.0,,stable,2020-04-06T23:34:50,3647.8,3,1,,0.99422,,0.00857269
openml.org/t/146821,car,autosklearn,8,0.000609291,aws.docker,0.6.0,,stable,2020-04-06T23:35:09,3645.3,1,1,,1.0,,0.000609291
openml.org/t/168908,christine,autosklearn,0,0.851554,aws.docker,0.6.0,,stable,2020-04-06T23:35:15,3598.1,8,1,,0.754613,0.851554,
openml.org/t/168908,christine,autosklearn,3,0.829441,aws.docker,0.6.0,,stable,2020-04-06T23:35:25,3596.1,9,1,,0.756458,0.829441,
openml.org/t/9981,cnae-9,autosklearn,0,0.0776898,aws.docker,0.6.0,,stable,2020-04-06T23:35:43,3604.7,7,1,,0.972222,,0.0776898
openml.org/t/168908,christine,autosklearn,5,0.833213,aws.docker,0.6.0,,stable,2020-04-06T23:35:47,3598.7,12,1,,0.769373,0.833213,
openml.org/t/146821,car,autosklearn,9,0.000720307,aws.docker,0.6.0,,stable,2020-04-06T23:35:34,3647.6,1,1,,1.0,,0.000720307
openml.org/t/168908,christine,autosklearn,6,0.837815,aws.docker,0.6.0,,stable,2020-04-06T23:35:38,3597.4,9,1,,0.780443,0.837815,
openml.org/t/9981,cnae-9,autosklearn,2,0.167183,aws.docker,0.6.0,,stable,2020-04-06T23:35:32,3600.8,4,1,,0.972222,,0.167183
openml.org/t/10101,blood-transfusion,autosklearn,2,0.70078,aws.docker,0.6.0,,stable,2020-04-06T23:35:39,3657.0,14,1,,0.76,0.70078,
openml.org/t/9981,cnae-9,autosklearn,3,0.198225,aws.docker,0.6.0,,stable,2020-04-06T23:35:46,3604.7,5,1,,0.925926,,0.198225
openml.org/t/168908,christine,autosklearn,1,0.849907,aws.docker,0.6.0,,stable,2020-04-06T23:35:43,3596.8,10,1,,0.776753,0.849907,
openml.org/t/9981,cnae-9,autosklearn,4,0.213134,aws.docker,0.6.0,,stable,2020-04-06T23:35:50,3603.3,4,1,,0.935185,,0.213134
openml.org/t/168908,christine,autosklearn,2,0.835337,aws.docker,0.6.0,,stable,2020-04-06T23:35:53,3596.9,9,1,,0.758303,0.835337,
