id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,r2,rmse
openml.org/t/4862,houses,TPOT,2,45151.9,aws.docker,0.11.1,{},stable,2020-05-17T00:49:02,3637.5,609,1,,0.847721,45151.9
openml.org/t/4862,houses,TPOT,0,44994.2,aws.docker,0.11.1,{},stable,2020-05-17T00:49:21,3692.1,675,1,,0.845697,44994.2
openml.org/t/4862,houses,TPOT,7,46682.5,aws.docker,0.11.1,{},stable,2020-05-17T00:49:32,3626.7,563,1,,0.824851,46682.5
openml.org/t/4862,houses,TPOT,3,44657.9,aws.docker,0.11.1,{},stable,2020-05-17T00:49:48,3685.0,578,1,,0.847584,44657.9
openml.org/t/4862,houses,TPOT,5,49233.0,aws.docker,0.11.1,{},stable,2020-05-17T00:50:19,3697.6,564,1,,0.832401,49233.0
openml.org/t/4862,houses,TPOT,6,49399.9,aws.docker,0.11.1,{},stable,2020-05-17T00:50:12,3674.1,548,1,,0.812239,49399.9
openml.org/t/4885,fried,TPOT,0,1.05404,aws.docker,0.11.1,{},stable,2020-05-17T00:50:28,3658.2,345,1,,0.955193,1.05404
openml.org/t/4885,fried,TPOT,4,1.09701,aws.docker,0.11.1,{},stable,2020-05-17T00:51:13,3656.3,329,1,,0.951975,1.09701
openml.org/t/4885,fried,TPOT,5,1.06144,aws.docker,0.11.1,{},stable,2020-05-17T00:51:39,3674.2,365,1,,0.955458,1.06144
openml.org/t/4862,houses,TPOT,9,43619.2,aws.docker,0.11.1,{},stable,2020-05-17T00:52:14,3759.1,590,1,,0.86063,43619.2
openml.org/t/4885,fried,TPOT,8,1.05683,aws.docker,0.11.1,{},stable,2020-05-17T00:52:10,3675.1,335,1,,0.955576,1.05683
openml.org/t/4885,fried,TPOT,2,1.08255,aws.docker,0.11.1,{},stable,2020-05-17T00:52:04,3725.6,348,1,,0.951985,1.08255
openml.org/t/4885,fried,TPOT,6,1.09695,aws.docker,0.11.1,{},stable,2020-05-17T00:52:32,3715.9,381,1,,0.951712,1.09695
openml.org/t/4862,houses,TPOT,1,49079.6,aws.docker,0.11.1,{},stable,2020-05-17T00:52:37,3873.9,596,1,,0.814846,49079.6
openml.org/t/4885,fried,TPOT,1,1.09052,aws.docker,0.11.1,{},stable,2020-05-17T00:52:59,3791.3,365,1,,0.953238,1.09052
openml.org/t/4885,fried,TPOT,9,1.07389,aws.docker,0.11.1,{},stable,2020-05-17T00:53:27,3740.4,347,1,,0.953575,1.07389
openml.org/t/4862,houses,TPOT,4,47119.1,aws.docker,0.11.1,{},stable,2020-05-17T00:53:36,3903.8,531,1,,0.836577,47119.1
openml.org/t/4885,fried,TPOT,3,1.10185,aws.docker,0.11.1,{},stable,2020-05-17T00:53:26,3802.0,361,1,,0.951418,1.10185
openml.org/t/4885,fried,TPOT,7,1.08173,aws.docker,0.11.1,{},stable,2020-05-17T00:53:29,3763.6,364,1,,0.952828,1.08173
openml.org/t/4862,houses,TPOT,8,46110.7,aws.docker,0.11.1,{},stable,2020-05-17T00:54:03,3892.6,551,1,,0.84016,46110.7
openml.org/t/7324,BNG_breastTumor,TPOT,2,9.46925,aws.docker,0.11.1,{},stable,2020-05-17T00:54:29,3665.2,307,1,,0.169678,9.46925
openml.org/t/7324,BNG_breastTumor,TPOT,5,9.41085,aws.docker,0.11.1,{},stable,2020-05-17T00:54:44,3648.5,284,1,,0.169308,9.41085
openml.org/t/7324,BNG_breastTumor,TPOT,4,9.43297,aws.docker,0.11.1,{},stable,2020-05-17T00:55:29,3700.8,286,1,,0.169556,9.43297
openml.org/t/7324,BNG_breastTumor,TPOT,3,9.4522,aws.docker,0.11.1,{},stable,2020-05-17T00:56:30,3775.7,284,1,,0.168614,9.4522
openml.org/t/7324,BNG_breastTumor,TPOT,0,9.29336,aws.docker,0.11.1,{},stable,2020-05-17T00:56:18,3794.3,300,1,,0.191149,9.29336
openml.org/t/7324,BNG_breastTumor,TPOT,7,9.41182,aws.docker,0.11.1,{},stable,2020-05-17T00:56:37,3739.9,254,1,,0.164316,9.41182
openml.org/t/7324,BNG_breastTumor,TPOT,1,9.34805,aws.docker,0.11.1,{},stable,2020-05-17T00:56:21,3777.6,298,1,,0.181388,9.34805
openml.org/t/7324,BNG_breastTumor,TPOT,6,9.43162,aws.docker,0.11.1,{},stable,2020-05-17T00:56:48,3768.6,272,1,,0.162214,9.43162
openml.org/t/7324,BNG_breastTumor,TPOT,9,9.4476,aws.docker,0.11.1,{},stable,2020-05-17T00:57:21,3768.8,254,1,,0.159296,9.4476
openml.org/t/7324,BNG_breastTumor,TPOT,8,9.45217,aws.docker,0.11.1,{},stable,2020-05-17T00:58:29,3846.4,240,1,,0.185115,9.45217
openml.org/t/12732,aloi,TPOT,4,138.624,aws.docker,0.11.1,{},stable,2020-05-17T01:00:22,4074.7,108,1,,0.766529,138.624
openml.org/t/12732,aloi,TPOT,2,140.204,aws.docker,0.11.1,{},stable,2020-05-17T01:01:10,4140.4,108,1,,0.761828,140.204
openml.org/t/12732,aloi,TPOT,3,141.476,aws.docker,0.11.1,{},stable,2020-05-17T01:01:22,4140.2,108,1,,0.763966,141.476
openml.org/t/12732,aloi,TPOT,1,140.175,aws.docker,0.11.1,{},stable,2020-05-17T01:02:16,4216.7,108,1,,0.76303,140.175
openml.org/t/12732,aloi,TPOT,6,142.665,aws.docker,0.11.1,{},stable,2020-05-17T01:02:39,4190.3,108,1,,0.7565,142.665
openml.org/t/12732,aloi,TPOT,0,141.361,aws.docker,0.11.1,{},stable,2020-05-17T01:04:01,4331.5,108,1,,0.763137,141.361
openml.org/t/12732,aloi,TPOT,7,140.64,aws.docker,0.11.1,{},stable,2020-05-17T01:04:50,4307.4,108,1,,0.762856,140.64
openml.org/t/12732,aloi,TPOT,5,151.22,aws.docker,0.11.1,{},stable,2020-05-17T01:05:10,4347.3,108,1,,0.727894,151.22
openml.org/t/12732,aloi,TPOT,8,141.929,aws.docker,0.11.1,{},stable,2020-05-17T01:05:21,4266.2,108,1,,0.757098,141.929
openml.org/t/12732,aloi,TPOT,9,143.28,aws.docker,0.11.1,{},stable,2020-05-17T01:05:25,4325.2,108,1,,0.750718,143.28
