"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse","training_time_ms","predict_time_per_row_ms"
"StackedEnsemble_AllModels_AutoML_20200520_115541",0.691334355916645,0.618964210843905,0.594182172096987,0.381309751450133,0.463759782297638,0.215073135676753,2808,0.007409
"StackedEnsemble_BestOfFamily_AutoML_20200520_115541",0.687266352205235,0.62149399836066,0.588273058674336,0.387398378230536,0.464984487992473,0.216210574073622,2519,0.004593
"XGBoost_grid__1_AutoML_20200520_115541_model_5",0.68560401330362,0.622375057261919,0.586872889270916,0.391755755066383,0.465420701299664,0.216616429198271,51137,0.001069
"XGBoost_grid__1_AutoML_20200520_115541_model_8",0.683522021084131,0.623544634917012,0.585182276695773,0.394053007997873,0.465998645408699,0.217154737522743,47914,5.99E-4
"XGBoost_grid__1_AutoML_20200520_115541_model_3",0.680876924675315,0.625171885132621,0.580381002225668,0.390228177072265,0.466752526029863,0.217857920555258,32568,5.36E-4
"XGBoost_grid__1_AutoML_20200520_115541_model_4",0.680655370100917,0.625357252831199,0.579509391151136,0.392243894914486,0.466855658219315,0.21795420561139,29738,5.85E-4
"XGBoost_grid__1_AutoML_20200520_115541_model_9",0.6799408629444,0.62568060981581,0.57993229514986,0.389085428251519,0.466992304338999,0.218081812311848,21000,5.23E-4
"GBM_grid__1_AutoML_20200520_115541_model_9",0.679373554482366,0.626166216491984,0.576686879693801,0.388914237434039,0.467282131697848,0.218352590604085,4007,0.001001
"GBM_4_AutoML_20200520_115541",0.679247735923764,0.626248823444483,0.576964281778068,0.386793464827239,0.467256115199872,0.218328277191676,7485,9.92E-4
"GBM_2_AutoML_20200520_115541",0.678877068096324,0.626349017823333,0.576422586390683,0.395374583058213,0.467359452954829,0.218424858266237,4804,0.001069
"XGBoost_1_AutoML_20200520_115541",0.678645932641208,0.62621141685225,0.577767146124703,0.398269132220577,0.467309359860982,0.218378037813681,24686,5.09E-4
"GBM_3_AutoML_20200520_115541",0.678432104322617,0.626612693028976,0.575573897480857,0.394431388808617,0.467484940760724,0.218542169838057,5351,9.89E-4
"GBM_grid__1_AutoML_20200520_115541_model_11",0.678307857103939,0.626931675204083,0.576578367121759,0.396781846227431,0.467640813140382,0.218687930114597,3429,0.001216
"GBM_grid__1_AutoML_20200520_115541_model_2",0.678204147424586,0.62666225004405,0.576298306504984,0.395386323416645,0.46750979712335,0.218565410406316,4954,0.001105
"GBM_grid__1_AutoML_20200520_115541_model_6",0.677873318673953,0.627358557659669,0.574273104315682,0.397484016799797,0.467828694704327,0.218863687588755,6548,7.47E-4
"GBM_grid__1_AutoML_20200520_115541_model_16",0.677805649024808,0.627023789936483,0.576194295675744,0.391326527296659,0.467695451293162,0.218739035160314,16303,9.77E-4
