"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse","training_time_ms","predict_time_per_row_ms"
"GBM_3_AutoML_20200520_125318",0.648978674631443,0.643864484899226,0.537225807433243,0.420315663472574,0.475425315556223,0.226029230671734,1581,6.47E-4
"GBM_grid__1_AutoML_20200520_125318_model_26",0.647629972856188,0.644584380226165,0.536271210924992,0.432706558707397,0.475782051705266,0.226368560724872,1884,7.04E-4
"GBM_grid__1_AutoML_20200520_125318_model_13",0.647489609915513,0.643124718455741,0.538183436584357,0.422145720980455,0.475309760836439,0.225919368746393,2936,6.54E-4
"GBM_4_AutoML_20200520_125318",0.647481186853298,0.64606591683292,0.536650772391245,0.422679823921202,0.476316040033494,0.226876969993189,2684,6.76E-4
"GBM_grid__1_AutoML_20200520_125318_model_21",0.647301529008438,0.643822811680093,0.537640758216092,0.420632023121112,0.475522550899838,0.226121696414289,1227,6.24E-4
"GBM_grid__1_AutoML_20200520_125318_model_16",0.647033548877621,0.643901597542374,0.537322842574422,0.428251163192623,0.475666543275797,0.226258660391946,5074,7.45E-4
"GBM_grid__1_AutoML_20200520_125318_model_17",0.646928391873292,0.648053990626995,0.538769528906853,0.432380617555993,0.477073524475755,0.227599147755718,3835,7.72E-4
"GBM_grid__1_AutoML_20200520_125318_model_6",0.645729995387755,0.648572163743435,0.535985946376918,0.434432137560282,0.477319216242159,0.227833634194029,3767,7.72E-4
"GBM_grid__1_AutoML_20200520_125318_model_29",0.645436732590409,0.648126162190195,0.535232692927247,0.425070593249743,0.477175328424933,0.227696294057443,4173,6.92E-4
"GBM_grid__1_AutoML_20200520_125318_model_1",0.645178472701591,0.643707359477052,0.535608376193321,0.428869595054988,0.475712633373468,0.226302509551119,539,6.46E-4
"GBM_5_AutoML_20200520_125318",0.645154598786826,0.647148795044494,0.536566563266821,0.427825055290634,0.476888560475344,0.227422699112246,3648,7.31E-4
"DeepLearning_grid__1_AutoML_20200520_125318_model_4",0.64423961171684,0.651563345343554,0.533623750216998,0.428434487566436,0.478320733568141,0.228790724161165,19804,0.006328
"XRT_1_AutoML_20200520_125318",0.643389442989067,0.645041439237304,0.533561762523707,0.429444792153607,0.476297345397343,0.226859161232556,22946,0.001107
"XGBoost_2_AutoML_20200520_125318",0.643373204289034,0.652491861437854,0.5367787802206,0.429131177424595,0.479152034550217,0.229586672213612,6429,5.05E-4
"GBM_grid__1_AutoML_20200520_125318_model_3",0.641935653267977,0.647285109148665,0.531497695832255,0.436637827641255,0.477028831887258,0.227556506451722,1683,6.5E-4
"GBM_grid__1_AutoML_20200520_125318_model_27",0.6409266566445,0.647815499732753,0.528824695119881,0.429488427581037,0.477283747582049,0.227799775705965,1604,6.43E-4
"DeepLearning_1_AutoML_20200520_125318",0.640292538964805,0.651002393059674,0.5278433222679,0.432538111150381,0.479238751086969,0.229669780543398,2670,0.001199
"DeepLearning_grid__1_AutoML_20200520_125318_model_1",0.640148562377805,0.650808023809433,0.524399470242912,0.420106136689251,0.4785694478159,0.229028716382815,33802,9.86E-4
"GBM_grid__1_AutoML_20200520_125318_model_19",0.639059364995908,0.653987341896097,0.52770744493629,0.433669137032855,0.47960012134961,0.230016276398561,2296,6.67E-4
"DeepLearning_grid__3_AutoML_20200520_125318_model_2",0.637934282913565,0.652656832980677,0.530080130286909,0.449993053586697,0.479349679295345,0.22977611504055,43936,0.003847
"DeepLearning_grid__3_AutoML_20200520_125318_model_3",0.637727166748599,0.697218208517911,0.525420456283139,0.429101429597722,0.502035847818876,0.252039992495218,37028,0.01361
"DeepLearning_grid__2_AutoML_20200520_125318_model_1",0.63741504413926,0.660899950071127,0.521860834031847,0.424495401957845,0.480752658271145,0.231123118434772,36472,0.001061
"GBM_grid__1_AutoML_20200520_125318_model_25",0.636620448833214,0.651802256061569,0.524117054867512,0.436476620649389,0.479170197060292,0.229604077750799,6814,7.64E-4
"DeepLearning_grid__2_AutoML_20200520_125318_model_2",0.636446964776076,0.673385278368226,0.523797149125106,0.429906307360699,0.484073960813591,0.234327599537758,48588,0.003259
"DeepLearning_grid__2_AutoML_20200520_125318_model_3",0.63551763220418,0.662439338023481,0.530476735233074,0.447651789450036,0.484666830658267,0.234901936740329,43833,0.010733
"GLM_1_AutoML_20200520_125318",0.634634950406488,0.648244799512509,0.5220264461257,0.430769115451599,0.477924718450954,0.228412036506423,1523,4.64E-4
"DeepLearning_grid__1_AutoML_20200520_125318_model_3",0.633261594956917,0.670717936307661,0.518658839160686,0.427924072310647,0.483147702224002,0.233431702164332,34080,0.006598
"GBM_grid__1_AutoML_20200520_125318_model_5",0.633193228501364,0.666217169460915,0.522592279350501,0.433680684525228,0.484296102885538,0.234542715270119,5180,8.88E-4
"GBM_grid__1_AutoML_20200520_125318_model_24",0.633173019249106,0.665472175688438,0.519729416969385,0.435315872655517,0.483978622830771,0.23423530735717,4072,7.81E-4
"DeepLearning_grid__3_AutoML_20200520_125318_model_1",0.632815652336115,0.656272045723917,0.519592131327117,0.431828522078372,0.480851436773524,0.231218104247162,41355,0.001081
"GBM_grid__1_AutoML_20200520_125318_model_22",0.632523850551012,0.666928951345176,0.520172914040304,0.443969385754086,0.484594360780053,0.234831694499828,12515,7.37E-4
"GBM_grid__1_AutoML_20200520_125318_model_23",0.63140088709196,0.662883766382442,0.520857147444744,0.444166989267295,0.483449889791737,0.233723795939643,7972,7.18E-4
"GBM_grid__1_AutoML_20200520_125318_model_4",0.630623875571174,0.663407140343783,0.519082869102821,0.431997174944419,0.483649580873434,0.233916917079048,5184,6.6E-4
"DRF_1_AutoML_20200520_125318",0.630450289066903,0.678456496348611,0.520932268904466,0.442585208444767,0.484162146723991,0.234412984320384,18232,8.56E-4
"GBM_grid__1_AutoML_20200520_125318_model_15",0.62979699427944,0.658036078466078,0.516658427945534,0.436608295907322,0.481784369066553,0.232116178276856,7615,0.001342
"DeepLearning_grid__1_AutoML_20200520_125318_model_2",0.62480769968127,0.701984081360121,0.507245508622961,0.438753931645126,0.490161474304742,0.240258270892599,36167,0.002609
