"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse","training_time_ms","predict_time_per_row_ms"
"StackedEnsemble_AllModels_AutoML_20200520_143156",0.69495306093044,0.61665982313333,0.597997983876749,0.379457193316782,0.462716157377096,0.214106242297826,7420,0.002676
"StackedEnsemble_BestOfFamily_AutoML_20200520_143156",0.69250011510993,0.618136601783925,0.595103298273427,0.38184306965414,0.463435184357329,0.214772170100311,6493,0.00363
"GBM_5_AutoML_20200520_143156",0.691812637405765,0.624908728788356,0.59440267056565,0.389137051651925,0.466434189805562,0.217560853419571,17598,6.15E-4
"GBM_grid__1_AutoML_20200520_143156_model_4",0.690310592804053,0.623254112733283,0.590065897719302,0.381400918614155,0.465729177015367,0.216903666323411,30544,5.81E-4
"GBM_grid__1_AutoML_20200520_143156_model_3",0.689694961854586,0.620064433034229,0.590945236132306,0.386225882412449,0.464377346878896,0.215646320294283,21405,9.26E-4
"GBM_4_AutoML_20200520_143156",0.688990515255339,0.621379136811175,0.589143943249618,0.386889896612527,0.464973128387007,0.216200010122,12027,6.78E-4
"GBM_grid__1_AutoML_20200520_143156_model_2",0.686645265842271,0.622166254261784,0.586819226181607,0.389164842614137,0.465385997098566,0.216584126295426,14723,9.33E-4
"GBM_3_AutoML_20200520_143156",0.686003155212411,0.622750328022826,0.585924860823871,0.388397137813928,0.465649110789838,0.216829094379367,11812,7.77E-4
"GBM_2_AutoML_20200520_143156",0.6835435816431,0.624096273991214,0.582741143644878,0.390440442138862,0.466308238195619,0.217443373009102,11311,8.05E-4
"GBM_1_AutoML_20200520_143156",0.678377011406975,0.627089021396451,0.576924719130134,0.388566971103211,0.467736323867991,0.218777268665542,10595,7.19E-4
"XGBoost_grid__1_AutoML_20200520_143156_model_1",0.675839594814971,0.628152388244115,0.574489404969457,0.39135274795586,0.46824297324484,0.219251481993168,279288,4.54E-4
"XGBoost_2_AutoML_20200520_143156",0.673796184310013,0.640315201711704,0.574134053226958,0.398143148792601,0.473644869739866,0.224339462630895,32354,5.08E-4
"GBM_grid__1_AutoML_20200520_143156_model_5",0.66565900890693,0.666107152945513,0.55719693304273,0.40545416231509,0.486516602645334,0.236698404649557,2470,5.0E-4
"GBM_grid__1_AutoML_20200520_143156_model_1",0.664157954143605,0.634929153667579,0.558725824447942,0.411671519102058,0.471515074829911,0.222326465791856,9070,8.17E-4
"XGBoost_1_AutoML_20200520_143156",0.660109349647005,0.645000175326959,0.557657721660214,0.416726767878361,0.476027678266932,0.226602350476206,23707,4.16E-4
"DRF_1_AutoML_20200520_143156",0.659037139824646,0.823391183800133,0.54271278358895,0.407903237749296,0.477898367707092,0.228386849857103,14559,5.49E-4
"XRT_1_AutoML_20200520_143156",0.658930730642613,0.638042175820326,0.552823001206619,0.411705770869869,0.473016726839514,0.223744823869967,16397,5.25E-4
"DeepLearning_grid__3_AutoML_20200520_143156_model_1",0.656620539301913,0.648282178025939,0.54755390287813,0.411102985629474,0.4776905650882,0.228188275974284,21600,0.001091
"DeepLearning_1_AutoML_20200520_143156",0.655401892917078,0.654527675886868,0.545371712578195,0.416985209641947,0.480139325993419,0.230533772365415,21859,6.67E-4
"DeepLearning_grid__2_AutoML_20200520_143156_model_1",0.653940610245897,0.64163721245553,0.544803899044455,0.418061638668579,0.474788746824239,0.225424354110932,32978,0.001108
"XGBoost_3_AutoML_20200520_143156",0.646144119463835,0.645587464511317,0.542191748292653,0.427571891420818,0.476571069094961,0.227119983898314,26767,4.6E-4
"DeepLearning_grid__1_AutoML_20200520_143156_model_1",0.645558130161217,0.64464610684699,0.532712292276992,0.420157188957262,0.476337958974446,0.226897851159941,31877,0.001049
"GLM_1_AutoML_20200520_143156",0.638161439728525,0.646689459220666,0.524980035462269,0.428267217114529,0.47720545573409,0.227725046982381,5238,4.32E-4
