"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse","training_time_ms","predict_time_per_row_ms"
"StackedEnsemble_AllModels_AutoML_20200520_142811",0.691128721502208,0.61910480249951,0.594389893024114,0.387304462828863,0.46381694979505,0.215126162917184,29274,0.014465
"StackedEnsemble_BestOfFamily_AutoML_20200520_142811",0.687802574184038,0.621167022265233,0.589255310305456,0.389955043892159,0.464834858816897,0.216071445971324,2097,0.004097
"XGBoost_grid__1_AutoML_20200520_142811_model_28",0.686271431693335,0.62181082186737,0.587184399172611,0.386717736487563,0.465182574990615,0.216394828074899,56507,8.32E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_14",0.685132441686914,0.62239413771497,0.586320062020777,0.388105050255246,0.465460139342791,0.216653141317011,66084,6.61E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_12",0.683518735102725,0.623550526724422,0.583724634510727,0.393843864458074,0.46602137640979,0.217175923270875,36694,5.94E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_17",0.682295747365112,0.624247074735408,0.582356618708907,0.387255374891296,0.466333373786531,0.217466815507128,26560,5.37E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_5",0.682098947875249,0.624397630379015,0.582207475364434,0.39230278044786,0.466402664569639,0.217531445517659,36955,5.63E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_37",0.681811393083723,0.624534619141245,0.581529609361267,0.39431556299309,0.466475168239513,0.217599082584082,41501,6.44E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_9",0.681701030562243,0.62442465315538,0.583558898979387,0.398060377731022,0.466429445324729,0.217556427465934,52701,6.37E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_40",0.681640019147178,0.624581203183192,0.58317731812879,0.392373017289421,0.466465384910718,0.217589955319904,31643,5.54E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_8",0.681376866681943,0.624900661716722,0.582095422334749,0.388479325300141,0.466623100146689,0.217737117590507,41098,5.88E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_18",0.681135279545483,0.624903040117822,0.58172219426757,0.393364347589261,0.466627184347022,0.21774092917163,36891,5.13E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_25",0.681105718777949,0.624840731653283,0.581769004213205,0.393299000420757,0.466638322433561,0.217751323963608,34318,8.9E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_4",0.680106491960975,0.625484676403887,0.57965039066524,0.393471360048032,0.466940471066511,0.218033403519816,25677,8.61E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_36",0.679589296944749,0.625754987025699,0.579108702844353,0.388673209609151,0.467060820634266,0.218145810171554,30523,5.11E-4
"GBM_grid__1_AutoML_20200520_142811_model_9",0.677798078513528,0.626995803106314,0.575860518684896,0.401000706244816,0.467653394388602,0.218699697283181,4856,9.72E-4
"XGBoost_1_AutoML_20200520_142811",0.677605625975779,0.626895365892343,0.575689633177458,0.397361151580494,0.467632808323368,0.2186804434204,33702,5.44E-4
"GBM_grid__1_AutoML_20200520_142811_model_11",0.677263891582723,0.627456972507536,0.575131292287031,0.400520597505323,0.467896732321325,0.218927352116973,5628,0.001087
"GBM_3_AutoML_20200520_142811",0.677157368754883,0.627413315749203,0.574848271039086,0.396718461730308,0.467819619975275,0.218855196833811,5853,8.9E-4
"GBM_4_AutoML_20200520_142811",0.676909695138885,0.627515010405416,0.575535337983926,0.39327964206037,0.467840633250388,0.218874858120124,8169,9.15E-4
"GBM_grid__1_AutoML_20200520_142811_model_2",0.676769351070049,0.627535043395421,0.573723593469077,0.394115619371697,0.467929740082928,0.218958241654077,5654,9.23E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_24",0.676718462012349,0.627579537119068,0.576174437013813,0.394754595824403,0.467925571490238,0.218954340454466,30580,6.15E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_3",0.676305787749838,0.627819860474902,0.574123269718922,0.394232425278616,0.468032490542653,0.219054412203558,24494,5.46E-4
"GBM_2_AutoML_20200520_142811",0.676295197536744,0.627901860337788,0.573277120388898,0.393791051509587,0.468071803490878,0.219091213223203,5443,0.001003
"XGBoost_grid__1_AutoML_20200520_142811_model_15",0.676280101516265,0.627691320510095,0.574401521039186,0.399715916756062,0.468041535010674,0.219062878495148,24633,5.34E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_20",0.67590089594389,0.62793200599668,0.573960110763375,0.402585813073641,0.468152622755215,0.219166878192587,26050,5.26E-4
"GBM_1_AutoML_20200520_142811",0.675866801164903,0.627966104766388,0.573399578864215,0.397060449337835,0.468147137511955,0.219161742360637,7485,9.78E-4
"GBM_grid__1_AutoML_20200520_142811_model_6",0.675643008929453,0.628314254006624,0.574214127917498,0.397550342400631,0.468269603823862,0.219276421865357,7076,6.99E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_30",0.675274877601765,0.629355459501718,0.575427697721409,0.402795941682022,0.468694949723148,0.219674955895985,48682,5.62E-4
"GBM_grid__1_AutoML_20200520_142811_model_16",0.675259871170682,0.628657292940542,0.571168227557834,0.400559923516936,0.46845624281404,0.219451251431447,15949,8.9E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_27",0.675109779900075,0.62845132488433,0.572978651208259,0.396778526027854,0.468395460699993,0.219394307604358,23716,5.37E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_23",0.675093144476632,0.628515580781843,0.573069770882898,0.399020410639264,0.468410449581632,0.219408349277266,20024,5.08E-4
"GBM_grid__1_AutoML_20200520_142811_model_17",0.674981187595729,0.628658376148018,0.573573180131296,0.396117062222179,0.46838240954349,0.219382081569766,9627,7.42E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_6",0.674959884606271,0.628410447049864,0.573230586939621,0.397701575521261,0.46837105804142,0.219371448010839,27668,4.84E-4
"GBM_5_AutoML_20200520_142811",0.674889341874992,0.629086561541704,0.572524000050148,0.406500841026254,0.468546734005217,0.219536041946955,15254,0.001032
"XGBoost_grid__1_AutoML_20200520_142811_model_31",0.674878855975476,0.628644576949738,0.572004601170624,0.399083990491041,0.468490246546725,0.219483111109411,26093,5.42E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_34",0.674708609372155,0.629258031171757,0.574991125940973,0.397632911471305,0.468671078463937,0.21965257978855,40474,5.84E-4
"XGBoost_3_AutoML_20200520_142811",0.674707705182888,0.628527731355564,0.573130476887493,0.406696678881799,0.468440941511964,0.219436915684615,24476,5.05E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_21",0.674422388052414,0.628913688375709,0.571487539323734,0.395882092880143,0.468615078479596,0.219600091778438,21876,5.06E-4
"XGBoost_grid__1_AutoML_20200520_142811_model_29",0.67434363399682,0.629009263606509,0.571181979978756,0.395078194379028,0.468658019137673,0.219640338902048,20250,0.001521
