"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse","training_time_ms","predict_time_per_row_ms"
"StackedEnsemble_AllModels_AutoML_20200520_132937",0.706238773712569,0.60935819718728,0.613548914738759,0.373291859764373,0.459171131494896,0.210838127998303,77718,0.007258
"StackedEnsemble_BestOfFamily_AutoML_20200520_132937",0.704834650734606,0.610339531429599,0.61148528824563,0.372403055402525,0.459647046181748,0.211275407063606,5807,0.004081
"GBM_grid__1_AutoML_20200520_132937_model_23",0.703458677905968,0.611158545381241,0.610011323406237,0.372555462310139,0.460039859986153,0.211636672776079,85399,0.001394
"GBM_5_AutoML_20200520_132937",0.701137850520562,0.612906626694596,0.606218007906597,0.370389111513282,0.460912649280526,0.212440470266793,47517,0.001244
"GBM_grid__1_AutoML_20200520_132937_model_22",0.697995627534817,0.616507433184021,0.602010869030673,0.375122903999898,0.462557405653286,0.213959353524699,31714,0.001036
"GBM_grid__1_AutoML_20200520_132937_model_5",0.697437756651946,0.615053494705584,0.601386337004377,0.37281959507415,0.461913967896012,0.213364513737438,70364,0.001185
"GBM_grid__1_AutoML_20200520_132937_model_4",0.695696865685642,0.616038011327233,0.599167735833965,0.381274722411365,0.462414130673582,0.213826828246604,70005,0.001153
"GBM_grid__1_AutoML_20200520_132937_model_16",0.694087905680338,0.61960491809188,0.597151715884057,0.372905293137405,0.464054516809654,0.215346594571441,35551,0.00105
"GBM_grid__1_AutoML_20200520_132937_model_17",0.693599328669167,0.619387622896074,0.595749629095749,0.383762916889091,0.463973457626252,0.215271369381659,21599,8.62E-4
"GBM_4_AutoML_20200520_132937",0.693482218946358,0.617976485491504,0.595976968666554,0.377397268914736,0.463362547715577,0.21470485062547,18414,0.001021
"GBM_grid__1_AutoML_20200520_132937_model_20",0.69289195693469,0.62015250455024,0.595117303611447,0.382948457623248,0.464321296644692,0.215594266517808,34239,8.99E-4
"GBM_grid__1_AutoML_20200520_132937_model_19",0.692753837254403,0.618215475586939,0.594627197397073,0.387117817425941,0.463509640699262,0.214841187021159,17405,8.45E-4
"GBM_grid__1_AutoML_20200520_132937_model_29",0.692725501704802,0.619832859671188,0.595363767883596,0.378523588865366,0.464179812341033,0.215462898184956,17555,6.96E-4
"XGBoost_grid__1_AutoML_20200520_132937_model_4",0.692524682927742,0.618119528117576,0.596181395754974,0.373615093325165,0.463447311795996,0.214783410810935,323965,5.33E-4
"XGBoost_grid__1_AutoML_20200520_132937_model_3",0.69229449562706,0.618297602131868,0.594527300018908,0.388454841265004,0.463539142689305,0.214868536805136,379206,5.77E-4
"XGBoost_2_AutoML_20200520_132937",0.691237161584583,0.618989971618042,0.594634460572152,0.386101844235693,0.463790167315361,0.21510131929841,105796,5.42E-4
"GBM_grid__1_AutoML_20200520_132937_model_25",0.690935027570664,0.621391040237353,0.5928338467022,0.382450939092714,0.464932235279145,0.216161983401663,25443,8.77E-4
"GBM_grid__1_AutoML_20200520_132937_model_6",0.690267389355119,0.621383667607564,0.591219570323998,0.384769901276684,0.464946664508426,0.216175400837511,14338,7.28E-4
"GBM_grid__1_AutoML_20200520_132937_model_26",0.689565354618526,0.620393511168954,0.590042295891901,0.379787251847475,0.46453885063446,0.215796343748785,16289,9.48E-4
"GBM_grid__1_AutoML_20200520_132937_model_3",0.689521107411661,0.620095675241093,0.590802983558127,0.383217667949187,0.464398344716279,0.21566582257522,20140,9.34E-4
"GBM_grid__1_AutoML_20200520_132937_model_15",0.689495652409976,0.622301219282411,0.590367135733807,0.381444160843684,0.465365181091371,0.216564751772204,26616,8.47E-4
"GBM_grid__1_AutoML_20200520_132937_model_24",0.688617428514228,0.621659690184991,0.589175532516055,0.385110326046983,0.465104567010735,0.216322258254243,15565,7.33E-4
"GBM_3_AutoML_20200520_132937",0.687971336755618,0.621293118852343,0.58887714316192,0.383744930158936,0.46495600541007,0.216184086966889,15562,9.5E-4
"DRF_1_AutoML_20200520_132937",0.687629149231015,0.621617394502776,0.586266380444939,0.382660676162257,0.465008375102238,0.216232788915224,104193,6.51E-4
"GBM_grid__1_AutoML_20200520_132937_model_2",0.686517955371378,0.622229659993304,0.58644217929559,0.38915995294108,0.465413743953305,0.216609953060633,14884,9.79E-4
"GBM_2_AutoML_20200520_132937",0.685588822094409,0.622661129544323,0.585815518092708,0.384551180381676,0.46562440208693,0.216806083818811,16315,8.88E-4
"GBM_grid__1_AutoML_20200520_132937_model_21",0.685521814826116,0.622640682415021,0.585405489467303,0.38407733211594,0.465610606430844,0.216793236820898,21867,9.35E-4
"GBM_grid__1_AutoML_20200520_132937_model_9",0.684683611881943,0.62331789805768,0.584232267771216,0.390799250984875,0.465939086361573,0.217099232199458,13250,8.93E-4
"GBM_grid__1_AutoML_20200520_132937_model_18",0.683285740252892,0.624632572207736,0.580852108380799,0.385879212099958,0.466560798952317,0.217678979119025,18216,0.001052
"GBM_1_AutoML_20200520_132937",0.682492782027138,0.624391824882955,0.582250075707345,0.385469341031558,0.466463234381951,0.217587949030071,20002,9.47E-4
"XGBoost_1_AutoML_20200520_132937",0.682222451833759,0.62496573429939,0.583796101650571,0.392164661804488,0.466658476331379,0.217770133531924,104386,6.25E-4
"GBM_grid__1_AutoML_20200520_132937_model_28",0.68216084605942,0.625813634699705,0.580172816696106,0.387700657412457,0.467109850441462,0.218191612379445,10674,0.001612
"GBM_grid__1_AutoML_20200520_132937_model_11",0.682086603617931,0.624963993984723,0.581572931596633,0.38913570158951,0.466711852487157,0.217819953251993,16184,0.001128
"GBM_grid__1_AutoML_20200520_132937_model_12",0.68187398579309,0.626040875488549,0.580784144464568,0.393414228558882,0.467204554248873,0.218280095510888,9523,7.26E-4
"GBM_grid__1_AutoML_20200520_132937_model_27",0.680591756238351,0.626258969880069,0.57928504819398,0.392228829379288,0.467317503515431,0.218385649091895,10342,6.59E-4
"GBM_grid__1_AutoML_20200520_132937_model_32",0.679601365175482,0.626342842213608,0.577283830790475,0.389779176176436,0.467389905530565,0.21845332379187,15893,9.61E-4
"GBM_grid__1_AutoML_20200520_132937_model_7",0.679297135765151,0.626302358623584,0.578089152971305,0.393156962241343,0.467363612901842,0.218428746664662,16013,0.00127
"GBM_grid__1_AutoML_20200520_132937_model_31",0.678948777770952,0.627390444204887,0.576987104312896,0.397082549299622,0.467868844658277,0.218901255801871,8975,6.75E-4
"XGBoost_grid__1_AutoML_20200520_132937_model_1",0.677330559987424,0.627357551028824,0.575196929462529,0.40039851785229,0.467882193824305,0.218913747297845,259797,5.24E-4
"XGBoost_grid__1_AutoML_20200520_132937_model_2",0.67642306089034,0.627783806713007,0.575016256625966,0.399519294993309,0.4680826757982,0.219101391382403,254953,5.26E-4
"GBM_grid__1_AutoML_20200520_132937_model_13",0.675917890761829,0.629810100091353,0.573513373825215,0.396756809309591,0.469013324004206,0.219973498093474,15166,8.77E-4
"GBM_grid__1_AutoML_20200520_132937_model_10",0.670763191327954,0.631641143399482,0.567187188018463,0.404140797127384,0.469912951191663,0.220818181697658,8704,7.97E-4
"XGBoost_3_AutoML_20200520_132937",0.669475202543829,0.632039100835203,0.566705845450693,0.407658471640985,0.470096203264732,0.220990440323916,100366,4.89E-4
"GBM_grid__1_AutoML_20200520_132937_model_8",0.668837507095045,0.632513886134647,0.56506662037073,0.39774619435821,0.470344312868223,0.221223772647481,10304,7.34E-4
"XRT_1_AutoML_20200520_132937",0.668763709489789,0.635378640888198,0.566533310547978,0.404999679875523,0.471742961105865,0.222541421352929,95990,9.54E-4
"GBM_grid__1_AutoML_20200520_132937_model_14",0.667977328618801,0.633001719514452,0.563993057444952,0.400338860025149,0.470580510862673,0.221446017203774,9228,7.54E-4
"GBM_grid__1_AutoML_20200520_132937_model_30",0.666642707517546,0.633702078112561,0.56174896516497,0.40484825140024,0.470920142122632,0.2217657802568,11721,8.17E-4
"GBM_grid__1_AutoML_20200520_132937_model_1",0.664678892213059,0.634665486345782,0.559329851485054,0.407024594318024,0.471383954822267,0.222202832863881,12353,7.31E-4
"DeepLearning_1_AutoML_20200520_132937",0.658803844062285,0.637723098380667,0.550878362720405,0.409141655186408,0.472957905557473,0.223689180429312,38650,5.73E-4
"DeepLearning_grid__3_AutoML_20200520_132937_model_1",0.654855779812799,0.643701963620943,0.545800665757937,0.416314738783927,0.475635390412212,0.226229024612577,61660,0.001691
"DeepLearning_grid__2_AutoML_20200520_132937_model_1",0.654762645000208,0.640608713695723,0.54750379144441,0.414148772889657,0.47425959037869,0.224922159066163,52074,0.001786
"DeepLearning_grid__1_AutoML_20200520_132937_model_3",0.649125696635731,0.642372217715385,0.536435320062543,0.421145376162486,0.475146414257443,0.225764114981705,49449,0.006719
"DeepLearning_grid__2_AutoML_20200520_132937_model_2",0.648608246331205,0.643868791291996,0.542871155881767,0.411776799084422,0.475451668147504,0.226054288744244,189365,0.004046
"DeepLearning_grid__1_AutoML_20200520_132937_model_2",0.647104763736747,0.645632000511304,0.536652417022097,0.416494346442135,0.476255827791668,0.226819613505527,150910,0.003046
"GBM_grid__1_AutoML_20200520_132937_model_33",0.64652651043693,0.658771140439299,0.532665257699679,0.422120864485702,0.482925059781055,0.233216613364535,737,4.62E-4
"DeepLearning_grid__1_AutoML_20200520_132937_model_1",0.646283464362055,0.643214824967474,0.532644906166466,0.419942564703257,0.475600193788776,0.226195544331921,41599,0.001259
"DeepLearning_grid__3_AutoML_20200520_132937_model_2",0.641105685497148,0.64923117245578,0.535036974745446,0.430908982332475,0.478590305807255,0.229048680812682,179125,0.003904
"GLM_1_AutoML_20200520_132937",0.638189772167382,0.646675757962796,0.525071447632523,0.427750326951106,0.477198163646188,0.227718087387294,8051,4.23E-4
