"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse","training_time_ms","predict_time_per_row_ms"
"StackedEnsemble_AllModels_AutoML_20200520_152255",0.666100530125172,0.633316566996619,0.561052966453243,0.406290147092199,0.470711174576364,0.22156900987106,8247,0.028757
"StackedEnsemble_BestOfFamily_AutoML_20200520_152255",0.665099552789482,0.633861099559008,0.559746412187986,0.404557333480884,0.470967590960815,0.221810471735433,1015,0.01045
"XGBoost_grid__1_AutoML_20200520_152255_model_5",0.661439283895639,0.635651322673917,0.555530185145497,0.410450124894336,0.471842523436827,0.222635366923233,8161,6.05E-4
"XGBoost_3_AutoML_20200520_152255",0.658509696777044,0.637117463322728,0.551765924261632,0.408522253187027,0.472558476391855,0.223311513609791,3429,5.6E-4
"XGBoost_grid__1_AutoML_20200520_152255_model_10",0.657298772292975,0.637639247448201,0.550528060910435,0.418044029375228,0.472822911552778,0.223561505689246,2946,5.41E-4
"XGBoost_grid__1_AutoML_20200520_152255_model_2",0.657025722273396,0.637854720439838,0.551617944287885,0.415585183719753,0.472901966737866,0.223636270144541,2149,5.83E-4
"GBM_grid__1_AutoML_20200520_152255_model_11",0.656715728863874,0.638355403476379,0.549389323300846,0.411276923025543,0.473084367816314,0.223808819072162,1333,9.16E-4
"XGBoost_grid__1_AutoML_20200520_152255_model_6",0.656635861991857,0.637928178607572,0.549405401124554,0.418609637505197,0.472975656312932,0.223705971464649,3119,6.71E-4
"XGBoost_grid__1_AutoML_20200520_152255_model_1",0.655359205436697,0.638567331015222,0.548586373542733,0.420395081982849,0.473260459287342,0.223975462324865,2434,5.69E-4
"XGBoost_grid__1_AutoML_20200520_152255_model_7",0.654997724047777,0.638917425118667,0.546600500484601,0.420356348671448,0.473434976993184,0.224140677440537,2732,6.88E-4
"GBM_grid__1_AutoML_20200520_152255_model_20",0.653874947855447,0.639915324996798,0.545677807776968,0.41992515076456,0.473802783019133,0.224489077196676,2766,0.001316
"XGBoost_grid__1_AutoML_20200520_152255_model_9",0.653095315015318,0.64235230961656,0.546693824316363,0.421790811761729,0.474860211041117,0.225492220030015,7362,5.8E-4
"GBM_grid__1_AutoML_20200520_152255_model_50",0.65232048142932,0.640632085067614,0.542397864906559,0.416221229023126,0.474205355882764,0.224870719547899,1074,8.2E-4
"GBM_grid__1_AutoML_20200520_152255_model_10",0.651366446655518,0.641337851440882,0.542770962003136,0.417948958436263,0.474414885308706,0.225069483402473,1214,8.95E-4
"GBM_grid__1_AutoML_20200520_152255_model_32",0.651084018160892,0.64127703620971,0.539333641708567,0.420567843932871,0.474497258525359,0.225147648348082,1180,0.001239
"XGBoost_grid__1_AutoML_20200520_152255_model_8",0.650906626181153,0.643015501454229,0.54597562042985,0.425623278109451,0.475210986360757,0.225825481557964,6412,5.47E-4
"GBM_grid__1_AutoML_20200520_152255_model_30",0.650761679457137,0.641529621330018,0.540058580768008,0.421836199574321,0.474630287771257,0.225273910069827,902,9.02E-4
"GBM_grid__1_AutoML_20200520_152255_model_51",0.650546239566346,0.641367876879996,0.540891797233034,0.421487957299756,0.47452179284819,0.225170931887861,891,7.62E-4
"XGBoost_grid__1_AutoML_20200520_152255_model_4",0.649989331147325,0.643051722956965,0.54094374856875,0.418604956459297,0.475219636277683,0.225833702703893,3734,5.6E-4
"GBM_grid__1_AutoML_20200520_152255_model_37",0.649875660869239,0.642950501117011,0.540970871450323,0.417870119353697,0.475078199250011,0.225699295402633,2078,7.7E-4
"GBM_grid__1_AutoML_20200520_152255_model_36",0.649798174130299,0.641738968891487,0.538813834698398,0.42428937745625,0.474769072328796,0.225405672039945,1242,7.16E-4
"GBM_grid__1_AutoML_20200520_152255_model_7",0.649683403686143,0.641843226866506,0.540215661831563,0.419906960384437,0.474732091043087,0.225370558266142,907,6.24E-4
