id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/10101,blood-transfusion,H2OAutoML,2,0.737817,aws.docker,3.30.0.3,,stable,2020-05-14T15:24:03,6509.3,65,1,,0.746667,0.737817,
openml.org/t/10101,blood-transfusion,H2OAutoML,3,0.699318,aws.docker,3.30.0.3,,stable,2020-05-14T15:50:09,8064.7,65,1,,0.786667,0.699318,
openml.org/t/10101,blood-transfusion,H2OAutoML,8,0.74355,aws.docker,3.30.0.3,,stable,2020-05-14T15:53:24,8210.2,70,1,,0.689189,0.74355,
openml.org/t/10101,blood-transfusion,H2OAutoML,4,0.809942,aws.docker,3.30.0.3,,stable,2020-05-14T15:57:31,8487.6,67,1,,0.826667,0.809942,
openml.org/t/10101,blood-transfusion,H2OAutoML,6,0.762671,aws.docker,3.30.0.3,,stable,2020-05-14T16:00:52,8679.2,69,1,,0.693333,0.762671,
openml.org/t/10101,blood-transfusion,H2OAutoML,7,0.73538,aws.docker,3.30.0.3,,stable,2020-05-14T16:01:40,8703.3,75,1,,0.746667,0.73538,
openml.org/t/10101,blood-transfusion,H2OAutoML,5,0.739279,aws.docker,3.30.0.3,,stable,2020-05-14T16:05:19,8951.7,69,1,,0.773333,0.739279,
openml.org/t/10101,blood-transfusion,H2OAutoML,9,0.716718,aws.docker,3.30.0.3,,stable,2020-05-14T16:06:29,8985.2,70,1,,0.77027,0.716718,
openml.org/t/10101,blood-transfusion,H2OAutoML,1,0.820175,aws.docker,3.30.0.3,,stable,2020-05-14T16:08:17,9169.1,68,1,,0.8,0.820175,
openml.org/t/10101,blood-transfusion,H2OAutoML,0,0.718811,aws.docker,3.30.0.3,,stable,2020-05-14T16:11:39,9377.7,76,1,,0.746667,0.718811,
openml.org/t/146818,Australian,H2OAutoML,2,0.926995,aws.docker,3.30.0.3,,stable,2020-05-14T16:17:35,9815.4,87,1,,0.855072,0.926995,
openml.org/t/146818,Australian,H2OAutoML,1,0.922326,aws.docker,3.30.0.3,,stable,2020-05-14T16:18:33,9879.4,92,1,,0.869565,0.922326,
openml.org/t/146818,Australian,H2OAutoML,6,0.905772,aws.docker,3.30.0.3,,stable,2020-05-14T16:20:12,9934.0,94,1,,0.797101,0.905772,
openml.org/t/146818,Australian,H2OAutoML,5,0.957555,aws.docker,3.30.0.3,,stable,2020-05-14T16:20:42,9969.9,94,1,,0.913043,0.957555,
openml.org/t/146818,Australian,H2OAutoML,9,0.931624,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:43,9991.9,100,1,,0.884058,0.931624,
openml.org/t/146818,Australian,H2OAutoML,3,0.944822,aws.docker,3.30.0.3,,stable,2020-05-14T16:21:44,10029.2,102,1,,0.826087,0.944822,
openml.org/t/146818,Australian,H2OAutoML,0,0.945671,aws.docker,3.30.0.3,,stable,2020-05-14T16:22:08,10102.4,105,1,,0.884058,0.945671,
openml.org/t/146818,Australian,H2OAutoML,8,0.959829,aws.docker,3.30.0.3,,stable,2020-05-14T16:24:09,10148.2,108,1,,0.869565,0.959829,
openml.org/t/146818,Australian,H2OAutoML,7,0.931624,aws.docker,3.30.0.3,,stable,2020-05-14T16:25:55,10253.7,105,1,,0.898551,0.931624,
openml.org/t/31,credit-g,H2OAutoML,3,0.77619,aws.docker,3.30.0.3,,stable,2020-05-14T16:27:47,9914.8,89,1,,0.82,0.77619,
openml.org/t/31,credit-g,H2OAutoML,1,0.757619,aws.docker,3.30.0.3,,stable,2020-05-14T16:28:55,10010.0,98,1,,0.76,0.757619,
openml.org/t/31,credit-g,H2OAutoML,4,0.768571,aws.docker,3.30.0.3,,stable,2020-05-14T16:32:38,10173.8,105,1,,0.72,0.768571,
openml.org/t/31,credit-g,H2OAutoML,2,0.750952,aws.docker,3.30.0.3,,stable,2020-05-14T16:32:42,10165.8,104,1,,0.74,0.750952,
openml.org/t/146818,Australian,H2OAutoML,4,0.938879,aws.docker,3.30.0.3,,stable,2020-05-14T16:35:04,10835.9,137,1,,0.884058,0.938879,
openml.org/t/31,credit-g,H2OAutoML,0,0.843333,aws.docker,3.30.0.3,,stable,2020-05-14T16:42:26,10825.0,132,1,,0.78,0.843333,
openml.org/t/31,credit-g,H2OAutoML,5,0.819524,aws.docker,3.30.0.3,,stable,2020-05-14T16:43:14,10826.0,133,1,,0.76,0.819524,
openml.org/t/31,credit-g,H2OAutoML,6,0.794762,aws.docker,3.30.0.3,,stable,2020-05-14T16:43:31,10826.7,142,1,,0.79,0.794762,
openml.org/t/31,credit-g,H2OAutoML,7,0.839524,aws.docker,3.30.0.3,,stable,2020-05-14T16:43:30,10824.8,133,1,,0.81,0.839524,
openml.org/t/31,credit-g,H2OAutoML,8,0.763333,aws.docker,3.30.0.3,,stable,2020-05-14T16:43:50,10829.0,137,1,,0.78,0.763333,
openml.org/t/31,credit-g,H2OAutoML,9,0.716667,aws.docker,3.30.0.3,,stable,2020-05-14T16:43:55,10821.4,134,1,,0.71,0.716667,
openml.org/t/168908,christine,H2OAutoML,0,0.839163,aws.docker,3.30.0.3,,stable,2020-05-14T16:53:32,11645.6,84,1,,0.736162,0.839163,
openml.org/t/168908,christine,H2OAutoML,5,0.827521,aws.docker,3.30.0.3,,stable,2020-05-14T16:53:31,11594.9,76,1,,0.747232,0.827521,
openml.org/t/168908,christine,H2OAutoML,9,0.800383,aws.docker,3.30.0.3,,stable,2020-05-14T16:53:48,11569.7,74,1,,0.724584,0.800383,
openml.org/t/168908,christine,H2OAutoML,3,0.823872,aws.docker,3.30.0.3,,stable,2020-05-14T16:53:48,11636.9,84,1,,0.723247,0.823872,
openml.org/t/168908,christine,H2OAutoML,2,0.823763,aws.docker,3.30.0.3,,stable,2020-05-14T16:54:15,11650.0,85,1,,0.736162,0.823763,
openml.org/t/168908,christine,H2OAutoML,8,0.824095,aws.docker,3.30.0.3,,stable,2020-05-14T16:54:05,11597.9,74,1,,0.761553,0.824095,
openml.org/t/168908,christine,H2OAutoML,4,0.807819,aws.docker,3.30.0.3,,stable,2020-05-14T16:54:31,11667.1,81,1,,0.741697,0.807819,
openml.org/t/168908,christine,H2OAutoML,6,0.83275,aws.docker,3.30.0.3,,stable,2020-05-14T16:55:00,11676.8,85,1,,0.756458,0.83275,
openml.org/t/168908,christine,H2OAutoML,1,0.8361,aws.docker,3.30.0.3,,stable,2020-05-14T16:55:29,11759.1,75,1,,0.750923,0.8361,
openml.org/t/168908,christine,H2OAutoML,7,0.827467,aws.docker,3.30.0.3,,stable,2020-05-14T16:56:53,11780.2,87,1,,0.736162,0.827467,
openml.org/t/9981,cnae-9,H2OAutoML,0,0.10422,aws.docker,3.30.0.3,,stable,2020-05-14T17:14:12,12828.7,237,1,,0.962963,,0.10422
openml.org/t/9981,cnae-9,H2OAutoML,6,0.166921,aws.docker,3.30.0.3,,stable,2020-05-14T17:17:09,12948.8,348,1,,0.944444,,0.166921
openml.org/t/146821,car,H2OAutoML,0,0.000106463,aws.docker,3.30.0.3,,stable,2020-05-14T17:17:20,13222.8,1683,1,,1.0,,0.000106463
openml.org/t/9981,cnae-9,H2OAutoML,5,0.128129,aws.docker,3.30.0.3,,stable,2020-05-14T17:17:44,12997.6,357,1,,0.944444,,0.128129
openml.org/t/146821,car,H2OAutoML,3,0.000260933,aws.docker,3.30.0.3,,stable,2020-05-14T17:17:49,13217.7,1513,1,,1.0,,0.000260933
openml.org/t/146821,car,H2OAutoML,1,0.000232481,aws.docker,3.30.0.3,,stable,2020-05-14T17:17:59,13217.4,1484,1,,1.0,,0.000232481
openml.org/t/146821,car,H2OAutoML,2,0.00828787,aws.docker,3.30.0.3,,stable,2020-05-14T17:17:39,13218.3,1554,1,,1.0,,0.00828787
openml.org/t/9981,cnae-9,H2OAutoML,8,0.227018,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:23,12983.3,354,1,,0.962963,,0.227018
openml.org/t/146821,car,H2OAutoML,7,0.0105041,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:21,13215.9,1560,1,,0.99422,,0.0105041
openml.org/t/146821,car,H2OAutoML,4,0.000136614,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:13,13215.3,1582,1,,1.0,,0.000136614
openml.org/t/146821,car,H2OAutoML,5,0.000288891,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:09,13217.4,1467,1,,1.0,,0.000288891
openml.org/t/146821,car,H2OAutoML,6,0.00747465,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:17,13220.7,1652,1,,1.0,,0.00747465
openml.org/t/146821,car,H2OAutoML,8,7.25866e-05,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:38,13217.1,1561,1,,1.0,,7.25866e-05
openml.org/t/146821,car,H2OAutoML,9,0.00356341,aws.docker,3.30.0.3,,stable,2020-05-14T17:18:59,13219.8,1604,1,,1.0,,0.00356341
openml.org/t/9981,cnae-9,H2OAutoML,1,0.341363,aws.docker,3.30.0.3,,stable,2020-05-14T17:20:39,13204.8,451,1,,0.935185,,0.341363
openml.org/t/9981,cnae-9,H2OAutoML,9,0.307794,aws.docker,3.30.0.3,,stable,2020-05-14T17:21:38,13184.8,439,1,,0.962963,,0.307794
openml.org/t/9981,cnae-9,H2OAutoML,3,0.19938,aws.docker,3.30.0.3,,stable,2020-05-14T17:21:52,13241.2,681,1,,0.953704,,0.19938
openml.org/t/9981,cnae-9,H2OAutoML,7,0.124808,aws.docker,3.30.0.3,,stable,2020-05-14T17:22:17,13243.6,707,1,,0.944444,,0.124808
openml.org/t/9981,cnae-9,H2OAutoML,4,0.109519,aws.docker,3.30.0.3,,stable,2020-05-14T17:23:37,13355.5,569,1,,0.962963,,0.109519
openml.org/t/9981,cnae-9,H2OAutoML,2,0.151993,aws.docker,3.30.0.3,,stable,2020-05-14T17:23:51,13389.1,562,1,,0.944444,,0.151993
openml.org/t/168909,dilbert,H2OAutoML,0,0.0393981,aws.docker,3.30.0.3,,stable,2020-05-14T19:19:00,13717.9,29,1,,0.988,,0.0393981
openml.org/t/168911,jasmine,H2OAutoML,0,0.876465,aws.docker,3.30.0.3,,stable,2020-05-14T19:33:37,10850.1,89,1,,0.816054,0.876465,
openml.org/t/168911,jasmine,H2OAutoML,1,0.89387,aws.docker,3.30.0.3,,stable,2020-05-14T19:37:21,10845.9,86,1,,0.809365,0.89387,
openml.org/t/168911,jasmine,H2OAutoML,2,0.925503,aws.docker,3.30.0.3,,stable,2020-05-14T19:37:20,10847.1,87,1,,0.846154,0.925503,
openml.org/t/168911,jasmine,H2OAutoML,3,0.868993,aws.docker,3.30.0.3,,stable,2020-05-14T19:39:57,10848.5,88,1,,0.829431,0.868993,
openml.org/t/168909,dilbert,H2OAutoML,1,0.0207503,aws.docker,3.30.0.3,,stable,2020-05-14T19:43:40,13670.9,30,1,,0.995,,0.0207503
openml.org/t/168911,jasmine,H2OAutoML,4,0.884239,aws.docker,3.30.0.3,,stable,2020-05-14T19:46:55,10849.2,86,1,,0.795302,0.884239,
openml.org/t/168909,dilbert,H2OAutoML,2,0.0273018,aws.docker,3.30.0.3,,stable,2020-05-14T19:47:13,13700.4,31,1,,0.992,,0.0273018
openml.org/t/168911,jasmine,H2OAutoML,5,0.877888,aws.docker,3.30.0.3,,stable,2020-05-14T19:47:50,10856.0,87,1,,0.788591,0.877888,
