id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/10101,blood-transfusion,TPOT,1,0.695906,aws.docker,0.11.1,,stable,2020-04-08T23:22:26,1190.1,9804,1,,0.826667,0.695906,
openml.org/t/10101,blood-transfusion,TPOT,4,0.78655,aws.docker,0.11.1,,stable,2020-04-08T23:24:42,1322.5,9848,1,,0.8,0.78655,
openml.org/t/10101,blood-transfusion,TPOT,0,0.750975,aws.docker,0.11.1,,stable,2020-04-08T23:25:07,1349.8,9538,1,,0.746667,0.750975,
openml.org/t/10101,blood-transfusion,TPOT,3,0.612573,aws.docker,0.11.1,,stable,2020-04-08T23:26:18,1425.4,9454,1,,0.786667,0.612573,
openml.org/t/146818,Australian,TPOT,2,0.914261,aws.docker,0.11.1,,stable,2020-04-08T23:31:34,1780.6,9845,1,,0.826087,0.914261,
openml.org/t/146818,Australian,TPOT,3,0.944822,aws.docker,0.11.1,,stable,2020-04-08T23:31:37,1738.5,9594,1,,0.884058,0.944822,
openml.org/t/146818,Australian,TPOT,6,0.908319,aws.docker,0.11.1,,stable,2020-04-08T23:35:57,1970.9,9887,1,,0.84058,0.908319,
openml.org/t/146818,Australian,TPOT,8,0.940171,aws.docker,0.11.1,,stable,2020-04-08T23:39:26,2242.0,9867,1,,0.84058,0.940171,
openml.org/t/146818,Australian,TPOT,7,0.947009,aws.docker,0.11.1,,stable,2020-04-08T23:40:07,2227.6,9930,1,,0.898551,0.947009,
openml.org/t/10101,blood-transfusion,TPOT,9,0.761094,aws.docker,0.11.1,,stable,2020-04-08T23:41:45,2316.5,9855,1,,0.810811,0.761094,
openml.org/t/10101,blood-transfusion,TPOT,2,0.690058,aws.docker,0.11.1,,stable,2020-04-08T23:41:51,2358.6,9840,1,,0.706667,0.690058,
openml.org/t/146818,Australian,TPOT,4,0.943124,aws.docker,0.11.1,,stable,2020-04-08T23:43:03,2474.6,9897,1,,0.884058,0.943124,
openml.org/t/146818,Australian,TPOT,9,0.929915,aws.docker,0.11.1,,stable,2020-04-08T23:43:23,2471.0,9409,1,,0.826087,0.929915,
openml.org/t/10101,blood-transfusion,TPOT,6,0.774366,aws.docker,0.11.1,,stable,2020-04-08T23:45:49,2581.3,9871,1,,0.76,0.774366,
openml.org/t/10101,blood-transfusion,TPOT,5,0.711988,aws.docker,0.11.1,,stable,2020-04-08T23:46:57,2651.4,9819,1,,0.786667,0.711988,
openml.org/t/10101,blood-transfusion,TPOT,8,0.734262,aws.docker,0.11.1,,stable,2020-04-08T23:47:43,2683.8,9865,1,,0.77027,0.734262,
openml.org/t/10101,blood-transfusion,TPOT,7,0.72076,aws.docker,0.11.1,,stable,2020-04-08T23:48:27,2713.7,9271,1,,0.786667,0.72076,
