id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/146818,Australian,autosklearn,0,0.962649,aws.docker,0.6.0,,stable,2020-04-07T13:51:31,14428.2,18,1,,0.869565,0.962649,
openml.org/t/146818,Australian,autosklearn,5,0.955857,aws.docker,0.6.0,,stable,2020-04-07T13:51:47,14427.5,22,1,,0.869565,0.955857,
openml.org/t/146818,Australian,autosklearn,1,0.910017,aws.docker,0.6.0,,stable,2020-04-07T13:51:49,14439.4,18,1,,0.855072,0.910017,
openml.org/t/146818,Australian,autosklearn,7,0.945299,aws.docker,0.6.0,,stable,2020-04-07T13:51:51,14427.0,11,1,,0.898551,0.945299,
openml.org/t/146818,Australian,autosklearn,9,0.912821,aws.docker,0.6.0,,stable,2020-04-07T13:52:11,14423.8,20,1,,0.84058,0.912821,
openml.org/t/146818,Australian,autosklearn,3,0.920204,aws.docker,0.6.0,,stable,2020-04-07T13:52:04,14446.0,21,1,,0.869565,0.920204,
openml.org/t/146818,Australian,autosklearn,2,0.904075,aws.docker,0.6.0,,stable,2020-04-07T13:52:15,14422.0,14,1,,0.811594,0.904075,
openml.org/t/146818,Australian,autosklearn,8,,aws.docker,0.6.0,,stable,2020-04-07T13:52:25,14459.6,,1,NoResultError: Expecting ':' delimiter: line 1 column 1054506 (char 1054505),,,
openml.org/t/146818,Australian,autosklearn,4,0.927844,aws.docker,0.6.0,,stable,2020-04-07T13:52:53,14423.7,24,1,,0.898551,0.927844,
openml.org/t/146818,Australian,autosklearn,6,0.907895,aws.docker,0.6.0,,stable,2020-04-07T13:53:02,14468.6,25,1,,0.811594,0.907895,
openml.org/t/10101,blood-transfusion,autosklearn,1,0.852339,aws.docker,0.6.0,,stable,2020-04-07T13:53:10,14486.6,19,1,,0.813333,0.852339,
openml.org/t/10101,blood-transfusion,autosklearn,2,0.708577,aws.docker,0.6.0,,stable,2020-04-07T13:53:21,14449.9,28,1,,0.746667,0.708577,
openml.org/t/10101,blood-transfusion,autosklearn,7,0.742203,aws.docker,0.6.0,,stable,2020-04-07T13:53:26,14478.1,19,1,,0.786667,0.742203,
openml.org/t/168908,christine,autosklearn,1,0.852439,aws.docker,0.6.0,,stable,2020-04-07T13:54:10,14402.0,14,1,,0.776753,0.852439,
openml.org/t/10101,blood-transfusion,autosklearn,4,0.80117,aws.docker,0.6.0,,stable,2020-04-07T13:54:03,14524.8,16,1,,0.826667,0.80117,
openml.org/t/168908,christine,autosklearn,4,0.809984,aws.docker,0.6.0,,stable,2020-04-07T13:54:32,14401.8,15,1,,0.734317,0.809984,
openml.org/t/168908,christine,autosklearn,3,0.823259,aws.docker,0.6.0,,stable,2020-04-07T13:54:29,14402.2,13,1,,0.749077,0.823259,
openml.org/t/146821,car,autosklearn,0,0.000296028,aws.docker,0.6.0,,stable,2020-04-07T13:54:29,14508.2,1,1,,1.0,,0.000296028
openml.org/t/168908,christine,autosklearn,2,0.830653,aws.docker,0.6.0,,stable,2020-04-07T13:54:39,14402.6,7,1,,0.743542,0.830653,
openml.org/t/168908,christine,autosklearn,0,0.846394,aws.docker,0.6.0,,stable,2020-04-07T13:54:26,14408.6,15,1,,0.754613,0.846394,
openml.org/t/168908,christine,autosklearn,7,0.829618,aws.docker,0.6.0,,stable,2020-04-07T13:54:35,14397.6,17,1,,0.745387,0.829618,
