id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,r2,rmse
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,2,,aws.docker,0.11.1,{},stable,2020-05-17T00:03:20,6.8,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,0,,aws.docker,0.11.1,{},stable,2020-05-17T00:03:09,6.8,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,1,,aws.docker,0.11.1,{},stable,2020-05-17T00:03:22,7.0,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,3,,aws.docker,0.11.1,{},stable,2020-05-17T00:03:42,7.0,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,4,,aws.docker,0.11.1,{},stable,2020-05-17T00:03:51,7.0,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,8,,aws.docker,0.11.1,{},stable,2020-05-17T00:04:18,7.0,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,6,,aws.docker,0.11.1,{},stable,2020-05-17T00:04:07,7.2,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,5,,aws.docker,0.11.1,{},stable,2020-05-17T00:05:16,6.8,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,9,,aws.docker,0.11.1,{},stable,2020-05-17T00:05:25,7.0,,1,ValueError: could not convert string to float: 'FolioSuite/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_6.gph.lp.gz',,
openml.org/t/189936,ASP-POTASSCO-regression,TPOT,7,,aws.docker,0.11.1,{},stable,2020-05-17T00:07:30,7.0,,1,ValueError: could not convert string to float: 'FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz',,
openml.org/t/211991,QSAR-TID-11140,TPOT,2,0.711849,aws.docker,0.11.1,{},stable,2020-05-17T00:38:04,2280.3,93,1,,0.721602,0.711849
openml.org/t/166852,Moneyball,TPOT,2,21.5965,aws.docker,0.11.1,{},stable,2020-05-17T00:41:39,2597.4,9539,1,,0.941358,21.5965
