id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss,models_ensemble_count,predict_duration
openml.org/t/34539,Amazon_employee_access,AutoGluon,9,0.909059,aws.docker,0.0.9,,stable,2020-05-14T02:08:22,82.7,9,1,,0.957265,0.909059,,4,1.3038
openml.org/t/168868,APSFailure,AutoGluon,2,0.99275,aws.docker,0.0.9,,stable,2020-05-14T02:11:45,185.9,11,1,,0.993289,0.99275,,3,0.155771
openml.org/t/168868,APSFailure,AutoGluon,0,0.994291,aws.docker,0.0.9,,stable,2020-05-14T02:11:50,218.1,11,1,,0.996053,0.994291,,5,1.0847
openml.org/t/14965,bank-marketing,AutoGluon,1,0.935898,aws.docker,0.0.9,,stable,2020-05-14T02:12:05,112.3,11,1,,0.906215,0.935898,,5,0.392554
openml.org/t/168868,APSFailure,AutoGluon,3,0.99371,aws.docker,0.0.9,,stable,2020-05-14T02:12:06,185.5,11,1,,0.995658,0.99371,,4,0.193794
openml.org/t/168868,APSFailure,AutoGluon,1,0.988874,aws.docker,0.0.9,,stable,2020-05-14T02:11:42,197.3,11,1,,0.993158,0.988874,,2,0.100867
openml.org/t/14965,bank-marketing,AutoGluon,2,0.944187,aws.docker,0.0.9,,stable,2020-05-14T02:11:58,103.1,11,1,,0.913072,0.944187,,5,0.692379
openml.org/t/14965,bank-marketing,AutoGluon,0,0.94061,aws.docker,0.0.9,,stable,2020-05-14T02:11:47,117.2,11,1,,0.91088,0.94061,,7,1.60148
openml.org/t/14965,bank-marketing,AutoGluon,4,0.941299,aws.docker,0.0.9,,stable,2020-05-14T02:12:30,99.0,11,1,,0.91086,0.941299,,9,1.91435
openml.org/t/168868,APSFailure,AutoGluon,6,0.991634,aws.docker,0.0.9,,stable,2020-05-14T02:12:35,178.7,11,1,,0.995526,0.991634,,3,0.138961
openml.org/t/168868,APSFailure,AutoGluon,4,0.98882,aws.docker,0.0.9,,stable,2020-05-14T02:12:35,208.2,11,1,,0.995395,0.98882,,2,0.124355
openml.org/t/14965,bank-marketing,AutoGluon,3,0.936634,aws.docker,0.0.9,,stable,2020-05-14T02:12:56,95.9,11,1,,0.911966,0.936634,,7,0.797933
openml.org/t/14965,bank-marketing,AutoGluon,5,0.931747,aws.docker,0.0.9,,stable,2020-05-14T02:12:40,99.4,11,1,,0.903782,0.931747,,6,0.69717
openml.org/t/168868,APSFailure,AutoGluon,7,0.992655,aws.docker,0.0.9,,stable,2020-05-14T02:12:57,174.4,11,1,,0.994474,0.992655,,5,0.890232
openml.org/t/168868,APSFailure,AutoGluon,5,0.989237,aws.docker,0.0.9,,stable,2020-05-14T02:12:46,193.0,11,1,,0.993026,0.989237,,4,0.64993
openml.org/t/14965,bank-marketing,AutoGluon,8,0.939683,aws.docker,0.0.9,,stable,2020-05-14T02:13:15,90.5,11,1,,0.918381,0.939683,,10,1.91152
openml.org/t/14965,bank-marketing,AutoGluon,6,0.928199,aws.docker,0.0.9,,stable,2020-05-14T02:13:02,108.4,11,1,,0.904446,0.928199,,7,0.77238
openml.org/t/168868,APSFailure,AutoGluon,8,0.990688,aws.docker,0.0.9,,stable,2020-05-14T02:13:00,169.7,11,1,,0.994079,0.990688,,4,0.184152
openml.org/t/14965,bank-marketing,AutoGluon,9,0.946705,aws.docker,0.0.9,,stable,2020-05-14T02:13:17,77.1,11,1,,0.914621,0.946705,,6,0.7031
openml.org/t/14965,bank-marketing,AutoGluon,7,0.945973,aws.docker,0.0.9,,stable,2020-05-14T02:13:14,101.9,11,1,,0.907321,0.945973,,9,2.06606
openml.org/t/168868,APSFailure,AutoGluon,9,0.991824,aws.docker,0.0.9,,stable,2020-05-14T02:13:20,174.7,11,1,,0.994605,0.991824,,3,0.13738
openml.org/t/146195,connect-4,AutoGluon,2,0.30115,aws.docker,0.0.9,,stable,2020-05-14T02:28:03,907.2,9,1,,0.883807,,0.30115,4,2.9576
openml.org/t/146195,connect-4,AutoGluon,8,0.315675,aws.docker,0.0.9,,stable,2020-05-14T02:29:09,862.5,9,1,,0.875648,,0.315675,4,3.18917
openml.org/t/146195,connect-4,AutoGluon,3,0.317408,aws.docker,0.0.9,,stable,2020-05-14T02:29:53,1000.7,9,1,,0.874778,,0.317408,3,2.26141
openml.org/t/146195,connect-4,AutoGluon,0,0.322157,aws.docker,0.0.9,,stable,2020-05-14T02:31:23,1132.4,9,1,,0.872262,,0.322157,4,2.8589
openml.org/t/146195,connect-4,AutoGluon,9,0.323928,aws.docker,0.0.9,,stable,2020-05-14T02:33:21,1115.2,9,1,,0.870614,,0.323928,4,3.00142
openml.org/t/146195,connect-4,AutoGluon,7,0.311184,aws.docker,0.0.9,,stable,2020-05-14T02:33:04,1117.5,9,1,,0.872983,,0.311184,3,2.52511
openml.org/t/146195,connect-4,AutoGluon,5,0.326067,aws.docker,0.0.9,,stable,2020-05-14T02:34:57,1266.0,9,1,,0.867673,,0.326067,4,2.59105
openml.org/t/146195,connect-4,AutoGluon,6,0.320089,aws.docker,0.0.9,,stable,2020-05-14T02:35:41,1301.2,9,1,,0.869745,,0.320089,4,2.81436
openml.org/t/146195,connect-4,AutoGluon,1,0.324373,aws.docker,0.0.9,,stable,2020-05-14T02:36:25,1421.1,9,1,,0.869449,,0.324373,3,1.7759
openml.org/t/146195,connect-4,AutoGluon,4,0.315085,aws.docker,0.0.9,,stable,2020-05-14T02:36:34,1380.3,9,1,,0.874482,,0.315085,3,2.2604
openml.org/t/168329,Helena,AutoGluon,0,2.47122,aws.docker,0.0.9,,stable,2020-05-14T02:49:10,975.5,7,1,,0.39862,,2.47122,5,8.58908
openml.org/t/168329,Helena,AutoGluon,1,2.47777,aws.docker,0.0.9,,stable,2020-05-14T02:51:09,1043.2,7,1,,0.399847,,2.47777,5,8.15293
openml.org/t/168329,Helena,AutoGluon,3,2.46647,aws.docker,0.0.9,,stable,2020-05-14T02:51:28,938.1,7,1,,0.394632,,2.46647,5,8.57206
openml.org/t/168329,Helena,AutoGluon,2,2.49572,aws.docker,0.0.9,,stable,2020-05-14T02:51:36,1019.5,7,1,,0.402147,,2.49572,5,8.80836
openml.org/t/168329,Helena,AutoGluon,5,2.47726,aws.docker,0.0.9,,stable,2020-05-14T02:53:02,922.7,7,1,,0.397393,,2.47726,5,7.79469
openml.org/t/168329,Helena,AutoGluon,4,2.47086,aws.docker,0.0.9,,stable,2020-05-14T02:53:30,958.8,7,1,,0.406595,,2.47086,5,8.34538
openml.org/t/168329,Helena,AutoGluon,6,2.49666,aws.docker,0.0.9,,stable,2020-05-14T02:54:29,895.2,7,1,,0.385949,,2.49666,5,8.40364
openml.org/t/168337,guillermo,AutoGluon,3,0.920151,aws.docker,0.0.9,,stable,2020-05-14T02:55:34,1153.2,11,1,,0.853,0.920151,,4,4.06789
openml.org/t/168329,Helena,AutoGluon,9,2.48116,aws.docker,0.0.9,,stable,2020-05-14T02:55:47,889.3,7,1,,0.39776,,2.48116,6,9.23482
openml.org/t/168337,guillermo,AutoGluon,1,0.903041,aws.docker,0.0.9,,stable,2020-05-14T02:55:57,1199.9,11,1,,0.824,0.903041,,6,5.87347
openml.org/t/168337,guillermo,AutoGluon,0,0.91804,aws.docker,0.0.9,,stable,2020-05-14T02:56:21,1241.2,11,1,,0.851,0.91804,,5,5.01479
openml.org/t/168337,guillermo,AutoGluon,4,0.916041,aws.docker,0.0.9,,stable,2020-05-14T02:56:03,1130.0,11,1,,0.8435,0.916041,,6,5.94686
openml.org/t/168337,guillermo,AutoGluon,9,0.919685,aws.docker,0.0.9,,stable,2020-05-14T02:56:33,1087.5,11,1,,0.8515,0.919685,,5,8.33044
openml.org/t/168337,guillermo,AutoGluon,8,0.906976,aws.docker,0.0.9,,stable,2020-05-14T02:56:42,1101.3,11,1,,0.8515,0.906976,,5,8.58186
openml.org/t/168337,guillermo,AutoGluon,7,0.903743,aws.docker,0.0.9,,stable,2020-05-14T02:56:56,1138.9,11,1,,0.838,0.903743,,4,4.06479
openml.org/t/168329,Helena,AutoGluon,7,2.50813,aws.docker,0.0.9,,stable,2020-05-14T02:56:59,1024.3,7,1,,0.390704,,2.50813,5,8.67518
openml.org/t/168337,guillermo,AutoGluon,6,0.920891,aws.docker,0.0.9,,stable,2020-05-14T02:57:11,1172.8,11,1,,0.8525,0.920891,,6,6.05804
openml.org/t/168337,guillermo,AutoGluon,2,0.925368,aws.docker,0.0.9,,stable,2020-05-14T02:57:29,1249.2,11,1,,0.856,0.925368,,5,5.13796
openml.org/t/168337,guillermo,AutoGluon,5,0.915315,aws.docker,0.0.9,,stable,2020-05-14T02:57:52,1239.8,11,1,,0.854,0.915315,,4,4.09337
openml.org/t/168329,Helena,AutoGluon,8,2.46128,aws.docker,0.0.9,,stable,2020-05-14T02:59:01,1108.3,7,1,,0.404817,,2.46128,5,7.83275
openml.org/t/146606,higgs,AutoGluon,0,0.815781,aws.docker,0.0.9,,stable,2020-05-14T03:00:02,213.8,11,1,,0.737175,0.815781,,7,30.3247
openml.org/t/146606,higgs,AutoGluon,1,0.807497,aws.docker,0.0.9,,stable,2020-05-14T03:00:07,222.8,11,1,,0.728098,0.807497,,6,1.55824
openml.org/t/146606,higgs,AutoGluon,3,0.818286,aws.docker,0.0.9,,stable,2020-05-14T03:00:06,212.0,11,1,,0.738501,0.818286,,4,0.78163
openml.org/t/146606,higgs,AutoGluon,2,0.816003,aws.docker,0.0.9,,stable,2020-05-14T03:00:38,213.8,11,1,,0.738603,0.816003,,6,25.9761
openml.org/t/146606,higgs,AutoGluon,4,0.818428,aws.docker,0.0.9,,stable,2020-05-14T03:01:30,211.9,11,1,,0.736461,0.818428,,6,0.843543
openml.org/t/146606,higgs,AutoGluon,5,0.815275,aws.docker,0.0.9,,stable,2020-05-14T03:02:05,212.9,11,1,,0.736869,0.815275,,9,3.65644
openml.org/t/146606,higgs,AutoGluon,6,0.819149,aws.docker,0.0.9,,stable,2020-05-14T03:03:09,217.5,11,1,,0.736257,0.819149,,6,2.00357
openml.org/t/146606,higgs,AutoGluon,9,0.823281,aws.docker,0.0.9,,stable,2020-05-14T03:05:11,220.1,11,1,,0.740235,0.823281,,8,27.4279
openml.org/t/146606,higgs,AutoGluon,7,0.80308,aws.docker,0.0.9,,stable,2020-05-14T03:04:53,223.2,11,1,,0.723406,0.80308,,8,29.9189
openml.org/t/168330,Jannis,AutoGluon,0,0.671545,aws.docker,0.0.9,,stable,2020-05-14T03:05:24,290.2,11,1,,0.724743,,0.671545,4,0.818828
openml.org/t/168330,Jannis,AutoGluon,1,0.675044,aws.docker,0.0.9,,stable,2020-05-14T03:05:18,272.4,11,1,,0.727012,,0.675044,5,0.947871
openml.org/t/168330,Jannis,AutoGluon,2,0.670024,aws.docker,0.0.9,,stable,2020-05-14T03:05:23,280.0,11,1,,0.728206,,0.670024,4,0.776165
openml.org/t/168330,Jannis,AutoGluon,3,0.667564,aws.docker,0.0.9,,stable,2020-05-14T03:05:59,294.1,11,1,,0.725188,,0.667564,5,1.08016
